Topic,Count,Name,Representation,Representative_Docs
0,289,0_brian_the_thompson_ceo,"['brian', 'the', 'thompson', 'ceo', 'of', 'to', 'in', 'and', 'unitedhealthcare', 'was']","['Thoughts & prayers to CEO of UnitedHealthcare, Brian Thompson’s family. \n\n💅🏼', 'I am deeply saddened by the tragic loss of Brian Thompson, CEO of UnitedHealthcare. Brian and his team have been great partners to T-Mobile. He was a leader dedicated to improving healthcare for millions and my thoughts are with his family, friends, and colleagues during this…', 'Prayers for CEO Brian Thompson family and his friends !Sorry for your loss !😢Justice for CEO Brian Thompson !RIP Brian Thompson !😢']"
1,272,1_mangione_luigi_the_of,"['mangione', 'luigi', 'the', 'of', 'is', 'to', 'and', 'in', 'for', 'this']","['NEW from Luigi Mangione\'s family:\n""We only know what we have read in the media. Our family is shocked and devastated by Luigi’s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved. We are devastated by this news.""', ""Luigi Mangione’s family has released a statement:\n\n“We only know what we have read in the media. Our family is shocked and devastated by Luigi's arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.”"", 'Statement from Luigi Mangione\'s family:\n\n""Our family is shocked and devastated by Luigi\'s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.""']"
2,232,2_brian_thompson_the_and,"['brian', 'thompson', 'the', 'and', 'of', 'to', 'is', 'you', 'that', 'for']","['The death of Brian Thompson shows that the discourse in this country is can actually translate to violence in real life. We need to be better. Thoughts are with Brian’s family, friends, and the entire  family.', 'JUSTICE FOR BRIAN. THE PEOPLE NEED TO RALLY FOR WHAT IS GOOD. NOT WHAT IS BAD.\n\nBRIAN THOMPSON WAS SHOT AND MURDERED IN COLD BLOOD. HIS FAMILY WANT JUSTICE.', 'Brian Thompson was a person to whether you like it or not and you all are making a hero out of his killer and celebrating his death . Do you have any sympathy for his two children and his wife?']"
3,181,3_luigi_and_is_the,"['luigi', 'and', 'is', 'the', 'to', 'you', 'he', 'him', 'that', 'was']","['So this Luigi prick grew up in a wealthy, politically connected family, attended the best boarding school and Ivy League, and he killed a guy who came from blue collar roots, made his way up the ladder due to hard work, and had a wife and kids that loved him. Luigi is a monster.', ""Luigi IS the rich. He attended private school, and an Ivy league college. His family was wealthy. Brian Thompson's father worked on grain elevators, and Brian attended public schools and the University of Iowa. Was he wealthy? Yeah, but he worked his way up to that, unlike Luigi."", ""I just want to know who he is, to get lost with him. I'm in love with how he came out in this damn photo and I know perfectly well that it's not Luigi and screw me... he never will be. But my curious mind attracts me to him like a magnet..""]"
4,174,4_brian_thompson_and_his,"['brian', 'thompson', 'and', 'his', 'family', 'to', 'this', 'of', 'thompsons', 'was']","['Brian Thompson was a hero', '“bRiAn ThOmPsOn HaD a FaMiLy!”\n\nMe talking to Brian Thompson’s family:', 'This is the good Brian Thompson!']"
5,152,5_unitedhealthcare_the_ceo_of,"['unitedhealthcare', 'the', 'ceo', 'of', 'are', 'murder', 'to', 'is', 'this', 'and']","['“THE WAY THE LEFT IS FANTASIZING OVER THE DEATH OF ANOTHER HUMAN BEING IS JUST SICK!”  and the hosts of  discuss the liberal support of the murderer of UnitedHealthCare’s CEO. ""The left seems to be on the other side of right and wrong.”', 'Are you saying that the murder of the Unitedhealthcare CEO is OK????', 'The UnitedHealthCare ceo 😭😭']"
6,148,6_luigi_the_and_in,"['luigi', 'the', 'and', 'in', 'is', 'man', 'you', 'he', 'to', 'kyle']","['So because someone is colored he didn’t have the right to defend himself? Kyle Rittenhouse was defending himself, Luigi stalked and murdered that CEO. If someone is trying to kill you, do you give a fuck what color they are ? No you defend your right to live. Not the same.', 'All of you are absurd. At least Kyle faced the rioters and looters face on and shot them when he felt threatened. Luigi snuck up behind a husband and father and shot him in the back and then ran away. Neither Kyle nor Luigi are heroes, but Luigi is a back shooting coward.', 'Kyle took out democrats pedophile terrorists that were trying to murder or rape him. Luigi shot an unarmed man in the back. Luigi is a coward just like you are']"
7,116,7_luigi_the_to_ceo,"['luigi', 'the', 'to', 'ceo', 'and', 'he', 'is', 'was', 'for', 'in']","['You have a twisted view of the world. Regardless of what you feel about Big Pharma and Luigi, he shot and killed an unarmed man from behind in cold blood and deserved to be punished for his crimes. That CEO was a father, son etc and deserves justice, what if he was your dad?', ""And they do it because there's good money! Who wouldn't?\n\nIt's still them that are the source of the cost problem. People like the healthcare CEO have to deal with that problem downstream. And he's dead now because idiots like Luigi think he was to blame for the cost problems."", 'i haven’t said shit about that Luigi case because i wanted all the facts and now that I have them . Why people are gunning for a MURDERER to be free is insane to me ! He killed a man that had a family , the healthcare system is still fucked up like ..']"
8,97,8_the_of_lorenz_taylor,"['the', 'of', 'lorenz', 'taylor', 'is', 'murder', 'ceo', 'brian', 'thompson', 'celebrating']","['PURE EVIL: There are no words to describe how sick and evil Taylor Lorenz is. She literally laughed and says she felt ""joy"" when Brian Thompson was killed.\n\nTaylor Lorenz is a heartless, disgusting subhuman piece of trash.', 'Taylor Lorenz is celebrating the murder of Brian Thompson. She is seriously the most despicable human being.', 'There is absolutely no justification for anyone to feel JOY over the assassination of Brian Thompson. Taylor Lorenz should be ashamed of herself. She really needs a good rest to think about why she felt that feeling about someone who died, or to celebrate the assassination! ###']"
9,92,9_mangione_the_is_of,"['mangione', 'the', 'is', 'of', 'you', 'to', 'and', 'in', 'that', 'man']","[""1 is too many, and Mangione shot Thompson in the back like the coward he is. There is no punishment great enough, but I don't think we need to house and feed him for the rest of his life. Death is appropriate in this case."", 'You are an imbecile. \n\nMangione cowardly shot a man in the back for no reason. \n\nYou can blather on all you want about the evils of the medical industry but you can lay the blame at the feet of one man, what did that cowardly act accomplish? NOTHING! The medical industry did not…', 'Mangione shot an innocent man in the back? You know that?']"
