Topic,Count,Name,Representation,Representative_Docs
0,246,0_thompson_brian_ceo_the,"['thompson', 'brian', 'ceo', 'the', 'of', 'unitedhealthcare', 'in', 'and', 'to', 'healthcare']","['Thoughts & prayers to CEO of UnitedHealthcare, Brian Thompson’s family. \n\n💅🏼', 'I am deeply saddened by the tragic loss of Brian Thompson, CEO of UnitedHealthcare. Brian and his team have been great partners to T-Mobile. He was a leader dedicated to improving healthcare for millions and my thoughts are with his family, friends, and colleagues during this…', 'Prayers for CEO Brian Thompson family and his friends !Sorry for your loss !😢Justice for CEO Brian Thompson !RIP Brian Thompson !😢']"
1,202,1_luigi_is_the_and,"['luigi', 'is', 'the', 'and', 'he', 'to', 'in', 'you', 'that', 'was']","['What is wrong with you people??!!\nA cold blooded chicken shit murderer kills another human being and you are mad at the McDonald’s employee for doing the correct thing. Imagine if it was your brother, father, or friend that was killed. Anyone that supports Luigi is an insane!', 'He shot a man in the back. The man was a father and husband. Luigi was a self-entitled coward who will spend the rest of his life having to worry about being taken from the back. Seems appropriate to me.', 'Luigi is a coward. He shot him in The back. This was premeditated murder. He is lucky NY doesn’t have the death penalty. Life in prison will work.']"
2,183,2_brian_thompson_and_the,"['brian', 'thompson', 'and', 'the', 'to', 'of', 'you', 'is', 'for', 'his']","['Justice for Brian Thompson.', 'JUSTICE FOR BRIAN. THE PEOPLE NEED TO RALLY FOR WHAT IS GOOD. NOT WHAT IS BAD.\n\nBRIAN THOMPSON WAS SHOT AND MURDERED IN COLD BLOOD. HIS FAMILY WANT JUSTICE.', 'Brian Thompson was a person to whether you like it or not and you all are making a hero out of his killer and celebrating his death . Do you have any sympathy for his two children and his wife?']"
3,180,3_mangione_luigi_the_is,"['mangione', 'luigi', 'the', 'is', 'of', 'to', 'and', 'in', 'for', 'we']","[""Luigi Mangione’s family has released a statement:\n\n“We only know what we have read in the media. Our family is shocked and devastated by Luigi's arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.”"", 'NEW from Luigi Mangione\'s family:\n""We only know what we have read in the media. Our family is shocked and devastated by Luigi’s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved. We are devastated by this news.""', 'Statement from Luigi Mangione\'s family:\n\n""Our family is shocked and devastated by Luigi\'s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.""']"
4,160,4_unitedhealthcare_the_ceo_of,"['unitedhealthcare', 'the', 'ceo', 'of', 'this', 'are', 'murder', 'to', 'is', 'and']","['“THE WAY THE LEFT IS FANTASIZING OVER THE DEATH OF ANOTHER HUMAN BEING IS JUST SICK!”  and the hosts of  discuss the liberal support of the murderer of UnitedHealthCare’s CEO. ""The left seems to be on the other side of right and wrong.”', 'Are you saying that the murder of the Unitedhealthcare CEO is OK????', 'The UnitedHealthCare ceo 😭😭']"
5,128,5_the_of_brian_thompson,"['the', 'of', 'brian', 'thompson', 'murder', 'is', 'to', 'ceo', 'and', 'are']","['Many people I know are praising the cold blooded murder of the United Healthcare CEO, Brian Thompson. This is wrong and it is mental illness.\n\n""Do not envy a man of violence and do not choose any of his ways, for the devious person is an abomination to the Lord, but the upright…', 'Murder is always wrong! Brian Thompson was a human being before he was a CEO of anything. He was a husband and a father first. No matter how wrong you feel the healthcare system is in the USA, no one deserves to be murdered for being involved in the system.', 'This nut is celebrating the murder of United Healthcare CEO Brian Thompson. These people are sick!']"
6,108,6_mangione_the_luigi_ceo,"['mangione', 'the', 'luigi', 'ceo', 'of', 'to', 'is', 'this', 'healthcare', 'that']","['President Trump reacts to people glorifying UnitedHealthcare CEO k-ller Luigi Mangione. “I think it’s really terrible that some people seem to admire him, like him.” \n\n“It was cold-bl—ded. Just a cold-bl—ded horrible k-lling. And how people can like this guy is— that’s a sickness…', ""I'm at a huge loss as to why people are cheering the guy (Luigi Mangione) who killed the Ceo of United Healthcare as a hero."", 'The people glorifying Luigi Mangione for his murder of the united healthcare CEO are just as bad as him']"
7,100,7_brian_thompson_of_the,"['brian', 'thompson', 'of', 'the', 'he', 'in', 'him', 'this', 'and', 'rip']","['This is the good Brian Thompson!', 'Brian Thompson was a hero', 'Brian Thompson is a hero.']"
8,95,8_family_brian_and_his,"['family', 'brian', 'and', 'his', 'prayers', 'to', 'from', 'this', 'thompson', 'my']","['Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really proud when he graduated…', 'This is who Luigi shot\n\n""Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really…', '“prayers to the family of Brian Thompson”']"
9,75,9_mangione_is_the_you,"['mangione', 'is', 'the', 'you', 'he', 'in', 'man', 'back', 'to', 'and']","[""1 is too many, and Mangione shot Thompson in the back like the coward he is. There is no punishment great enough, but I don't think we need to house and feed him for the rest of his life. Death is appropriate in this case."", 'You are an imbecile. \n\nMangione cowardly shot a man in the back for no reason. \n\nYou can blather on all you want about the evils of the medical industry but you can lay the blame at the feet of one man, what did that cowardly act accomplish? NOTHING! The medical industry did not…', 'Mangione shot an innocent man in the back? You know that?']"
