Topic,Count,Name,Representation,Representative_Docs
0,173,0_brian_thompson_and_to,"['brian', 'thompson', 'and', 'to', 'the', 'you', 'of', 'is', 'his', 'for']","['BRIAN LEAVES BEHIND TWO BOYS AND HIS BELOVED WIFE. \n\nJUSTICE FOR BRIAN THOMPSON IS DUE.\nJUSTICE FOR BRIAN THOMPSON WILL COME.\nJUSTICE FOR BRIAN THOMPSON IS NEXT.', 'The death of Brian Thompson shows that the discourse in this country is can actually translate to violence in real life. We need to be better. Thoughts are with Brian’s family, friends, and the entire  family.', 'Brian Thompson was a person to whether you like it or not and you all are making a hero out of his killer and celebrating his death . Do you have any sympathy for his two children and his wife?']"
1,169,1_ceo_thompson_brian_unitedhealthcare,"['ceo', 'thompson', 'brian', 'unitedhealthcare', 'the', 'of', 'unitedhealth', 'in', 'and', 'healthcare']","['Thoughts & prayers to CEO of UnitedHealthcare, Brian Thompson’s family. \n\n💅🏼', 'We are deeply saddened by the tragic and senseless loss of UnitedHealthcare CEO, Brian Thomspon. Our hearts go out to his family, friends, and colleagues during this unimaginable time. \n\nUnitedHealthcare CEO Brian Thompson killed in NYC shooting: reports', 'Brian Thompson, a 50-year-old father of two and the CEO of UnitedHealthcare, was shot and killed this morning outside the Hilton hotel in Manhattan in what police believe was a targeted attack. Brian was set to speak today at a conference at the hotel.']"
2,141,2_luigi_is_the_and,"['luigi', 'is', 'the', 'and', 'he', 'in', 'you', 'back', 'to', 'man']","['Luigi is a coward. He shot him in The back. This was premeditated murder. He is lucky NY doesn’t have the death penalty. Life in prison will work.', 'He shot a man in the back. The man was a father and husband. Luigi was a self-entitled coward who will spend the rest of his life having to worry about being taken from the back. Seems appropriate to me.', ""Brooklyn man you are a delusional person don't you see the difference I would have killed that f****** idiot if he got on the same car that I was in when you threatened to kill somebody all bets are off nobody's going to hold your hand.that coward Luigi shot the man in the back.""]"
3,123,3_mangione_luigi_is_the,"['mangione', 'luigi', 'is', 'the', 'of', 'in', 'are', 'for', 'that', 'and']","['You are as disgusting as that piece of shit Luigi Mangione. If you condone murder then you are the problem and not the solution. You should be ashamed of yourself. How dare you attempt to make a hero out of a cold blood murderer.', 'Luigi Mangione is a coward who shot a man in the back instead of stepping up to him like a real man and fighting him and beating his ass. At least the man would live another day, but no killed him for what? Now you have these idiots on social media glorifying his actions. FOH', ""It's absolutely wrong how the left are calling Luigi Mangione a hero! He's a piece of shit!\n\nLuigi Mangione is a cold-blooded piece of crap killer. In some grand protest he gunned UnitedHealthcare CEO Brian Thompson who is somebody's father, and husband.""]"
4,113,4_the_of_thompson_brian,"['the', 'of', 'thompson', 'brian', 'insurance', 'ceo', 'to', 'murder', 'healthcare', 'and']","['Murder is always wrong! Brian Thompson was a human being before he was a CEO of anything. He was a husband and a father first. No matter how wrong you feel the healthcare system is in the USA, no one deserves to be murdered for being involved in the system.', 'United Healthcare CEO Brian Thompson was murdered today. Murder is ALWAYS wrong. Holding his family in The Light.\nWhat does not make news are the THOUSANDS of Americans who die because their health claim was denied by insurance companies.', 'Just a reminder that Brian Thompson, the CEO of UnitedHealth who was just shot and killed in NY, was a human being with a family. So many of the comments on his murder are despicable.']"
5,107,5_mangione_luigi_the_ceo,"['mangione', 'luigi', 'the', 'ceo', 'of', 'to', 'is', 'this', 'healthcare', 'unitedhealthcare']","['President Trump reacts to people glorifying UnitedHealthcare CEO k-ller Luigi Mangione. “I think it’s really terrible that some people seem to admire him, like him.” \n\n“It was cold-bl—ded. Just a cold-bl—ded horrible k-lling. And how people can like this guy is— that’s a sickness…', ""I'm at a huge loss as to why people are cheering the guy (Luigi Mangione) who killed the Ceo of United Healthcare as a hero."", 'The people glorifying Luigi Mangione for his murder of the united healthcare CEO are just as bad as him']"
6,104,6_unitedhealthcare_ceo_the_of,"['unitedhealthcare', 'ceo', 'the', 'of', 'murder', 'are', 'this', 'ceos', 'is', 'people']","[""Notice how 99.9% of the comments on the internet, regarding this UnitedHealthcare CEO's shooting are against the CEO and justifying the shooter.\nWhat does this tell you?"", '. on the killing of the UnitedHealthcare CEO: ""What has been shocking to me is how much support there has been online for a heinous murder! This is a human being. He was murdered in cold blood from behind.""', 'Are you saying that the murder of the Unitedhealthcare CEO is OK????']"
7,99,7_brian_thompson_the_of,"['brian', 'thompson', 'the', 'of', 'he', 'him', 'in', 'this', 'rip', 'and']","['This is the good Brian Thompson!', 'Brian Thompson is a hero.', 'Brian Thompson was a hero']"
8,81,8_the_of_is_brian,"['the', 'of', 'is', 'brian', 'thompson', 'murder', 'and', 'to', 'are', 'that']","['It goes without saying that there is a very large overlap between the people here celebrating the murder of UnitedHealthcare CEO Brian Thompson and those who celebrate Hamas violence.\n\nThere is no limiting principal to those who see violence as an acceptable tool of politics', 'This is absolutely appalling. This man is celebrating the killing of United Healthcare CEO Brian Thompson, calling the murderer a “hero” & urging others to protect him.\n\nThere’s something deeply wrong in our society when violence is justified in this way', 'Many people I know are praising the cold blooded murder of the United Healthcare CEO, Brian Thompson. This is wrong and it is mental illness.\n\n""Do not envy a man of violence and do not choose any of his ways, for the devious person is an abomination to the Lord, but the upright…']"
9,77,9_family_prayers_brian_and,"['family', 'prayers', 'brian', 'and', 'thompsons', 'his', 'this', 'my', 'for', 'to']","['Very sad. My prayers and condolences to Brian Thompson’s family whose father and husband was taken from.', 'RIP. Thoughts and prayers to his family.', '“prayers to the family of Brian Thompson”']"
