Topic,Count,Name,Representation,Representative_Docs
0,175,0_brian_thompson_and_to,"['brian', 'thompson', 'and', 'to', 'the', 'of', 'you', 'is', 'his', 'was']","['The death of Brian Thompson shows that the discourse in this country is can actually translate to violence in real life. We need to be better. Thoughts are with Brian’s family, friends, and the entire  family.', 'JUSTICE FOR BRIAN. THE PEOPLE NEED TO RALLY FOR WHAT IS GOOD. NOT WHAT IS BAD.\n\nBRIAN THOMPSON WAS SHOT AND MURDERED IN COLD BLOOD. HIS FAMILY WANT JUSTICE.', 'Brian Thompson was a person to whether you like it or not and you all are making a hero out of his killer and celebrating his death . Do you have any sympathy for his two children and his wife?']"
1,164,1_ceo_thompson_brian_unitedhealthcare,"['ceo', 'thompson', 'brian', 'unitedhealthcare', 'the', 'of', 'unitedhealth', 'in', 'and', 'healthcare']","['Thoughts & prayers to CEO of UnitedHealthcare, Brian Thompson’s family. \n\n💅🏼', 'Brian Thompson, a 50-year-old father of two and the CEO of UnitedHealthcare, was shot and killed this morning outside the Hilton hotel in Manhattan in what police believe was a targeted attack. Brian was set to speak today at a conference at the hotel.', 'We are deeply saddened by the tragic and senseless loss of UnitedHealthcare CEO, Brian Thomspon. Our hearts go out to his family, friends, and colleagues during this unimaginable time. \n\nUnitedHealthcare CEO Brian Thompson killed in NYC shooting: reports']"
2,139,2_luigi_is_the_in,"['luigi', 'is', 'the', 'in', 'he', 'and', 'back', 'you', 'to', 'shot']","['Luigi is a coward. He shot him in The back. This was premeditated murder. He is lucky NY doesn’t have the death penalty. Life in prison will work.', 'He shot a man in the back. The man was a father and husband. Luigi was a self-entitled coward who will spend the rest of his life having to worry about being taken from the back. Seems appropriate to me.', ""Brooklyn man you are a delusional person don't you see the difference I would have killed that f****** idiot if he got on the same car that I was in when you threatened to kill somebody all bets are off nobody's going to hold your hand.that coward Luigi shot the man in the back.""]"
3,125,3_unitedhealthcare_ceo_the_of,"['unitedhealthcare', 'ceo', 'the', 'of', 'are', 'murder', 'this', 'is', 'to', 'and']","['. on the killing of the UnitedHealthcare CEO: ""What has been shocking to me is how much support there has been online for a heinous murder! This is a human being. He was murdered in cold blood from behind.""', 'Are you saying that the murder of the Unitedhealthcare CEO is OK????', 'The UnitedHealthCare ceo 😭😭']"
4,113,4_mangione_luigi_is_the,"['mangione', 'luigi', 'is', 'the', 'of', 'in', 'are', 'and', 'for', 'people']","['LUIGI MANGIONE is a BLOODY COWARD and a PUNK.\nHe shot a man in COLD BLOOD and in THE BACK. \nThat mans FAMILY now have the worst Christmas to go through this year. Thanks to this piece of filth. \nAnd people SUPPORTING him or CHEERING HIM ON and getting TATTOOS of him on them. I…', 'Luigi Mangione is a coward who shot a man in the back instead of stepping up to him like a real man and fighting him and beating his ass. At least the man would live another day, but no killed him for what? Now you have these idiots on social media glorifying his actions. FOH', ""It's absolutely wrong how the left are calling Luigi Mangione a hero! He's a piece of shit!\n\nLuigi Mangione is a cold-blooded piece of crap killer. In some grand protest he gunned UnitedHealthcare CEO Brian Thompson who is somebody's father, and husband.""]"
5,109,5_the_of_ceo_murder,"['the', 'of', 'ceo', 'murder', 'thompson', 'brian', 'unitedhealthcare', 'insurance', 'to', 'healthcare']","['United Healthcare CEO Brian Thompson was murdered today. Murder is ALWAYS wrong. Holding his family in The Light.\nWhat does not make news are the THOUSANDS of Americans who die because their health claim was denied by insurance companies.', 'There are way too many people who are okay with the murder of Brian Thompson, the UnitedHealthcare CEO.', 'Just a reminder that Brian Thompson, the CEO of UnitedHealth who was just shot and killed in NY, was a human being with a family. So many of the comments on his murder are despicable.']"
6,97,6_brian_thompson_the_rip,"['brian', 'thompson', 'the', 'rip', 'this', 'of', 'him', 'he', 'in', 'beta']","['This is the good Brian Thompson!', 'Brian Thompson was a hero', 'Brian Thompson is a hero.']"
7,89,7_luigi_and_he_the,"['luigi', 'and', 'he', 'the', 'is', 'his', 'to', 'in', 'up', 'for']","[""Luigi is a guy who grew up with a silver spoon in his mouth and murdered a guy who'd done absolutely nothing to him or any member of his family.\n\nIf there was a place I could bet on it, I'd bet he will present an insanity defense. You're cheering for the rich crazy guy."", 'So this Luigi prick grew up in a wealthy, politically connected family, attended the best boarding school and Ivy League, and he killed a guy who came from blue collar roots, made his way up the ladder due to hard work, and had a wife and kids that loved him. Luigi is a monster.', ""Luigi IS the rich. He attended private school, and an Ivy league college. His family was wealthy. Brian Thompson's father worked on grain elevators, and Brian attended public schools and the University of Iowa. Was he wealthy? Yeah, but he worked his way up to that, unlike Luigi.""]"
8,86,8_the_of_brian_thompson,"['the', 'of', 'brian', 'thompson', 'is', 'to', 'and', 'murder', 'are', 'that']","['Let’s be honest: The people celebrating the cold blooded murder of Brian Thompson are the ones that suffer from a deranged level of greed & jealousy; they see him as a worthless & expendable object simply because he was wealthy and they aren’t.\n\nBrian Thompson, as CEO, wasn’t the…', 'This is absolutely appalling. This man is celebrating the killing of United Healthcare CEO Brian Thompson, calling the murderer a “hero” & urging others to protect him.\n\nThere’s something deeply wrong in our society when violence is justified in this way', 'Many people I know are praising the cold blooded murder of the United Healthcare CEO, Brian Thompson. This is wrong and it is mental illness.\n\n""Do not envy a man of violence and do not choose any of his ways, for the devious person is an abomination to the Lord, but the upright…']"
9,81,9_mangione_the_ceo_luigi,"['mangione', 'the', 'ceo', 'luigi', 'of', 'healthcare', 'to', 'united', 'unitedhealthcare', 'that']","['Donald Trump on the United Healthcare CEO sho*ter Luigi Mangione:\n\n""I think it\'s a terrible thing. It\'s really terrible some people seem to admire him... How people can like this guy is a sickness.""', 'President Trump reacts to people glorifying UnitedHealthcare CEO k-ller Luigi Mangione. “I think it’s really terrible that some people seem to admire him, like him.” \n\n“It was cold-bl—ded. Just a cold-bl—ded horrible k-lling. And how people can like this guy is— that’s a sickness…', 'The people glorifying Luigi Mangione for his murder of the united healthcare CEO are just as bad as him']"
10,79,10_family_prayers_brian_thompsons,"['family', 'prayers', 'brian', 'thompsons', 'and', 'this', 'my', 'his', 'for', 'to']","['RIP. Thoughts and prayers to his family.', 'Very sad. My prayers and condolences to Brian Thompson’s family whose father and husband was taken from.', '“prayers to the family of Brian Thompson”']"
11,77,11_brian_thompson_to_of,"['brian', 'thompson', 'to', 'of', 'his', 'the', 'from', 'family', 'and', 'was']","['Brian Thompson was a human being who came up from a small farm town and made it all the way up to CEO of a healthcare company. He wasn’t even the founder, he had a wife and children, just because you don’t like the healthcare industry does not mean an innocent man had to die.', 'Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really proud when he graduated…', 'This is who Luigi shot\n\n""Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really…']"
12,76,12_mangione_is_the_man,"['mangione', 'is', 'the', 'man', 'you', 'he', 'back', 'in', 'to', 'and']","['Kyle Rittenhouse never murdered anybody. He bravely defended his life against violent criminals attacking him. He did absolutely nothing wrong. But Mangione did absolutely everything wrong. He laid in ambush and murdered an innocent man by shooting them in the back like a coward.', 'You are an imbecile. \n\nMangione cowardly shot a man in the back for no reason. \n\nYou can blather on all you want about the evils of the medical industry but you can lay the blame at the feet of one man, what did that cowardly act accomplish? NOTHING! The medical industry did not…', 'Mangione shot an innocent man in the back? You know that?']"
13,72,13_luigi_me_him_you,"['luigi', 'me', 'him', 'you', 'my', 'why', 'good', 'like', 'hes', 'for']","[""Luigi isn't remotely like you. From what everyone says about him he's a good family man while you left your on family homeless. Plus you look like a real bitch compared to him"", ""What Luigi no I don't know a thing Luigi is a good person to be honest I'm little blind in one of my eyes honestly free him he's a good man with great leadership God can strike me down 3 times and cross my heart"", ""I just want to know who he is, to get lost with him. I'm in love with how he came out in this damn photo and I know perfectly well that it's not Luigi and screw me... he never will be. But my curious mind attracts me to him like a magnet..""]"
14,57,14_luigi_and_the_ceo,"['luigi', 'and', 'the', 'ceo', 'is', 'to', 'in', 'he', 'for', 'because']","['No, what is happening is justice. You piece of shit hero, who grew up privileged due to the same industry you despise, murdered and man only because of the job he held. Luigi will die in prison for his crimes, if not sooner.', 'You have a twisted view of the world. Regardless of what you feel about Big Pharma and Luigi, he shot and killed an unarmed man from behind in cold blood and deserved to be punished for his crimes. That CEO was a father, son etc and deserves justice, what if he was your dad?', 'i haven’t said shit about that Luigi case because i wanted all the facts and now that I have them . Why people are gunning for a MURDERER to be free is insane to me ! He killed a man that had a family , the healthcare system is still fucked up like ..']"
15,50,15_luigi_healthcare_the_to,"['luigi', 'healthcare', 'the', 'to', 'ceo', 'you', 'was', 'that', 'people', 'he']","['You are a very sad but typical liberal who blames the victims and will not hold the perpetrator accountable! You think the CEO of United Healthcare, who grew up in a middle to poor class family and made himself what he was today unlike the privileged murderer Luigi, had it coming…', 'It is truly baffling the amount of people who continue to champion the death of Brian Thompson. \n\nThe fact that the suspected shooter, Luigi Mangione, may have had a back injury that he was struggling with does not explain killing a healthcare CEO. \n\nIt makes zero sense to me.…', ""And they do it because there's good money! Who wouldn't?\n\nIt's still them that are the source of the cost problem. People like the healthcare CEO have to deal with that problem downstream. And he's dead now because idiots like Luigi think he was to blame for the cost problems.""]"
16,49,16_mangione_luigi_the_ceo,"['mangione', 'luigi', 'the', 'ceo', 'to', 'of', 'he', 'in', 'is', 'his']","['Luigi Mangione epitomizes what the left has become today: a privileged rich kid from private schools whose family owns country clubs, celebrated as a hero for allegedly murdering a CEO. This CEO, who rose from humble beginnings as the son of a grain elevator operator and worked…', 'How is this an ""L"", you tankie loser? The guy worked his way up from a farm to become CEO. Luigi Mangioni was born to a rich family with a silver spoon in his mouth', 'This is the guy who allegedly took the life of the UnitedHealthcare CEO.\n\nLuigi Mangione will likely become a household name if he is indeed found to be the perpetrator of the evil deed.\n\nThe far-left has been shamelessly celebrating Luigi.\n\nThat’s the woke mind virus for you.']"
17,47,17_we_family_mangione_our,"['we', 'family', 'mangione', 'our', 'luigi', 'devastated', 'to', 'brian', 'the', 'arrest']","['Statement from Luigi Mangione\'s family:\n\n""Our family is shocked and devastated by Luigi\'s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.""', 'NEW from Luigi Mangione\'s family:\n""We only know what we have read in the media. Our family is shocked and devastated by Luigi’s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved. We are devastated by this news.""', ""Luigi Mangione’s family has released a statement:\n\n“We only know what we have read in the media. Our family is shocked and devastated by Luigi's arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.”""]"
18,37,18_kyle_luigi_you_himself,"['kyle', 'luigi', 'you', 'himself', 'self', 'and', 'man', 'was', 'defense', 'are']","['So because someone is colored he didn’t have the right to defend himself? Kyle Rittenhouse was defending himself, Luigi stalked and murdered that CEO. If someone is trying to kill you, do you give a fuck what color they are ? No you defend your right to live. Not the same.', 'Kyle was a hero who defended himself against attackers. Luigi murdered an innocent man in cold blood. Where’s the comparison?', 'Wait. Luigi went through a trial and was found not guilty and justified? \nThere’s the difference. Kyle killed a couple pedophiles in self defense. Luigi murdered an innocent man in cold blood. You people are sick fucks.']"
19,31,19_lorenz_taylor_joy_she,"['lorenz', 'taylor', 'joy', 'she', 'felt', 'piers', 'of', 'morgan', 'is', 'former']","['Piers Morgan Slams Beaming Former WaPo Hack Taylor Lorenz For Saying She Felt ‘Joy’ Over Murder of UnitedHealthcare CEO (Video)', 'PURE EVIL: “There are no words to describe how sick and evil Taylor Lorenz is. She literally laughed and says she felt ""joy"" when Brian Thompson was killed. — Taylor Lorenz is a heartless, disgusting subhuman piece of trash.”\n#LuigManigone', 'PURE EVIL: There are no words to describe how sick and evil Taylor Lorenz is. She literally laughed and says she felt ""joy"" when Brian Thompson was killed.\n\nTaylor Lorenz is a heartless, disgusting subhuman piece of trash.']"
