Topic,Count,Name,Representation,Representative_Docs
0,637,0_luigi_the_is_and,"['luigi', 'the', 'is', 'and', 'he', 'to', 'in', 'you', 'that', 'man']","[""The only back fire in this case, is that Luigi Mangione shot Brian Thomson in the back and killed him..! (He's a murderer, and a coward.!)"", 'Or the Luigi guy who shot a man in the back', 'He murdered someone doing legal business in cold blood and shot him in the back. Luigi is a piece of shit coward and he’s going to get what he deserves.']"
1,597,1_ceo_mangione_the_of,"['ceo', 'mangione', 'the', 'of', 'unitedhealthcare', 'luigi', 'to', 'in', 'and', 'is']","['BREAKING: Donald Trump slams public support for Luigi Mangione, the accused shooter of UnitedHealthcare CEO Brian Thompson, calling it “a sickness.”\n\nTrump: “How people can like this guy—that’s very bad.”\n\nThe killing has reignited debate over corporate greed and the healthcare…', 'President Trump reacts to people glorifying UnitedHealthcare CEO k-ller Luigi Mangione. “I think it’s really terrible that some people seem to admire him, like him.” \n\n“It was cold-bl—ded. Just a cold-bl—ded horrible k-lling. And how people can like this guy is— that’s a sickness…', '🚨 BREAKING: Trump makes his first public comments on the assassination of the UnitedHealthcare CEO:\n""I think it\'s really terrible that some people seem to admire him... That was a terrible thing. It was cold-blooded... and how people can like this guy.']"
2,465,2_mangione_luigi_is_the,"['mangione', 'luigi', 'is', 'the', 'to', 'of', 'and', 'this', 'for', 'he']","[""Luigi Mangione, like don't know the Guy, but from what I do know, compared to Me! The Dude had everything in the Palm of His hands, Threw away! FOR WHAT? NO HERO! LOSER! Example of How You can be Book smart! But Be a Complete IDIOT! & PEOPLE PRAISING HIM! YOU ARE REALLY PATHETIC!"", 'If Luigi Mangione was ugly no one would give a fuck about him he is ted bundy 2.0', 'Luigi Mangione is no more of a “hero” then this guy.']"
3,440,3_luigi_you_to_be,"['luigi', 'you', 'to', 'be', 'his', 'get', 'my', 'the', 'this', 'for']","['If I see that Luigi guy ONE MORE TIME', 'LUIGI WHAT THE FUCK DID YOU A DO', 'One of the craziest parts of the Luigi story has got to be the fact one of his bitch ass “friends” couldn’t find him and was tweeting him like “hey man I know you’re having a crisis but what about MY wedding? I know you wanna die but you have MY obligation:/“']"
4,375,4_mangione_the_luigi_of,"['mangione', 'the', 'luigi', 'of', 'to', 'is', 'and', 'are', 'in', 'he']","[""The NYC Police commissioner has to tell the public that what the CEO's murderer Luigi Mangione did should not be lauded for what he did. We live in a sick society in this country. All the people who praised the Hamas' atrocity proved this the truth in America. #USA"", ""Luigi Mangione is the alleged (not convicted) killer of the CEO of United Healthcare. Some are calling him a hero. In my book, a hero does all they can to make things better and help people.\n\nHis actions did niether, and I won't hold my breath that they will."", 'Gov. Josh Shapiro on the arrest of Luigi Mangione: “Some attention in this case, especially online, has been deeply disturbing as some have looked to celebrate instead of condemning this killer…\n\nIn America, we do not kill people in cold blood to resolve policy differences or…']"
5,365,5_mangione_luigi_the_to,"['mangione', 'luigi', 'the', 'to', 'is', 'of', 'in', 'and', 'he', 'for']","[""Luigi Mangione is a murderer, that's all."", 'You neglected: \n\nLuigi Mangione is a COWARD \nLuigi Mangione is a MURDERER \nLuigi Mangione is a MANIAC \nLuigi Mangione is a THEIF \nLuigi Mangione is an IDIOT \n\nLuigi Mangione now PRISONER \n\nIf he was so smart - why did he not think of something other than MURDER? Duh! Maybe a…', 'In New York, the ""death penalty"" is only allowed for the innocent unborn up until the moment of birth. But Luigi Mangione, if convicted for murdering a father and husband by shooting him in the back, will get to live out the rest of his days in jail.']"
6,359,6_luigi_is_the_and,"['luigi', 'is', 'the', 'and', 'hero', 'they', 'to', 'this', 'of', 'in']","['I was with you until this comment lol. Like “the black guy” (as if that has any relevance to the story) who was trying and threatening to kill people deserved to be stopped and Penny stepping up to protect the people is definitely a hero. Luigi is ain’t a hero but meh I get it.', ""its believable that people would think this way, but in MY analysis, they are the same level of bad. \nits not because luigi told himself a story about how he's the hero therefore his murder is somehow mitigated.\nbut I know I'm in the minority with this opinion"", ""If you were actually paying attention you would know that the murder is not the issue. It's the folk hero status attributed to the murderer. That's the issue. He didn't lionize the Trump shooter as a hero. People are calling Luigi a hero. THAT'S the problem.""]"
7,345,7_brian_thompson_thompsons_was,"['brian', 'thompson', 'thompsons', 'was', 'you', 'of', 'the', 'and', 'to', 'he']","['Brian Thompson was shot in the back. The murderer is not a hero.', 'I killed Brian Thompson.', 'Brian Thompson was a hero']"
8,342,8_luigi_you_is_and,"['luigi', 'you', 'is', 'and', 'this', 'like', 'nigga', 'ugly', 'that', 'to']","['Go to school nigga it is a threat if I said ""you\'re next"" after somebody got killed what do you think that\'s referring to? You wanna suck off Luigi nigga and I won\'t allow it. I\'m a little bit anti LGBT for people like you.', ""and now, the 'luigi' fans are calling for crazy s**t like this-what is WRONG with you people?"", 'And look for what? Can you read? All you idiots talking all this shit on twitter but aren’t doing ANYTHING about it. Oh wait that’s all you ever do…Luigi will rot and yall still ain’t gonna do a damn thing but tweet and post 🤣']"
9,310,9_luigi_is_the_and,"['luigi', 'is', 'the', 'and', 'to', 'this', 'are', 'he', 'of', 'like']","['Luigi looks, acts like a crazed Demoncrat! Super Mario found with murder weapon, manifesto, left matching DNA, Fingerprints, video evidence! Super Mario had health insurance and came from a wealthy family! Privileged, liberal and indoctrinated! Anyone in NYC Jury who voted for…', 'Luigi looks, acts like a crazed 🤪Demoncrat! Super Mario found with murder weapon, manifesto, left matching DNA, Fingerprints, video evidence! Demoncrats sure 💕 their murderers! Even Dougie is aroused! Dimm women and gays are swooning ! He must be a modern twisted version of…', 'Luigi looks, acts like a crazed Demoncrat! Super Mario found with murder weapon, manifesto, left matching DNA, Fingerprints, video evidence! Demoncrats sure 💕 ￼ their murderers! Even Dougie is aroused! Dimm women and gays are swooning ! He must be a modern twisted version of…']"
10,295,10_unitedhealthcare_ceo_the_of,"['unitedhealthcare', 'ceo', 'the', 'of', 'ceos', 'murder', 'to', 'this', 'is', 'and']","['@ unitedhealthcare assassin', 'Are you saying that the murder of the Unitedhealthcare CEO is OK????', '#UnitedHealthcare CEO killer']"
11,294,11_brian_thompson_the_of,"['brian', 'thompson', 'the', 'of', 'ceo', 'murder', 'healthcare', 'to', 'and', 'unitedhealthcare']","['Brian Thompson is a death on the left’s hands. Their rhetoric against the rich and claim that healthcare insurance is a right is what emboldened this death. Was Brian Thompson running a greedy as company? Sure, but killing him was not appropriate because, like any CEO he has a…', 'There are way too many people who are okay with the murder of Brian Thompson, the UnitedHealthcare CEO.', 'This nut is celebrating the murder of United Healthcare CEO Brian Thompson. These people are sick!']"
12,274,12_mangione_is_the_to,"['mangione', 'is', 'the', 'to', 'he', 'of', 'and', 'this', 'in', 'who']","['WHO DO I NEED TO MANGIONE TO STOP THIS', 'Mangione ain’t the hero some of y’all think he is. He’s a dude with a savior complex who believes that he’s gonna be the one to fix what he finds fundamentally wrong with humanity and he’s going to do it in a revolutionary way that no one else is willing to do. He quotes the…', 'Mangione is NO hero.. he is NO Robin Hood.. he is a cold blooded murder who shot a man in the back.. He is a coward']"
13,267,13_prison_luigi_jail_will,"['prison', 'luigi', 'jail', 'will', 'to', 'in', 'be', 'get', 'is', 'for']","['This Luigi is going to jail 👇', 'This Luigi is going to jail', ""Luigi is guilty. He will be convicted. He will spend the rest of his life in prison. He deserves to be punished for what he did. You don't get to play God and get off scot free.""]"
14,233,14_mangione_the_to_is,"['mangione', 'the', 'to', 'is', 'and', 'of', 'for', 'not', 'you', 'in']","['Who runs this system you speak of, as if it is some autonomous being? It is controlled by people just like that piece of shit that Mangione allegedly canceled. \n\nHow many people would be home with their families had they not been denied coverage, that they paid for mind you?', 'I’m in the minority of people who thinks if Mangione is the killer then he should face full justice by law & not be lionized by the general public BUT Adams is (and has ALWAYS BEEN a CLOWN)! \nThis is NOT your city & this is a murder, not a “terroristic act”. Cut the gangster act!', 'You are an imbecile. \n\nMangione cowardly shot a man in the back for no reason. \n\nYou can blather on all you want about the evils of the medical industry but you can lay the blame at the feet of one man, what did that cowardly act accomplish? NOTHING! The medical industry did not…']"
15,231,15_kyle_rittenhouse_was_shot,"['kyle', 'rittenhouse', 'was', 'shot', 'self', 'in', 'luigi', 'defense', 'and', 'him']","['No Kyle acted in self defense killing 2 of the 3 assailants. Kyle injured the 3rd assailant when they pulled a gun against Kyle after trying to physically take the rifle from Kyle. Kyle saw the gun drawn at him and shot him in the arm. Luigi shot and murdered someone from behind.', 'Luigi shot a man from behind. \n\nKyle Rittenhouse defended his on life.', 'Luigi is a murder. Kyle Rittenhouse isn’t!']"
16,231,16_ceo_the_luigi_and,"['ceo', 'the', 'luigi', 'and', 'you', 'that', 'to', 'ceos', 'is', 'killed']","['I just said the dude is a piece of shit for murdering someone and 2 of my coworkers looked at me like I was crazy. I then doubled down and said the CEO isn’t responsible for any deaths and that Luigi is just a moron who shot a man in the back like a coward and they basically just…', 'The one on the left is CEO killer and the one on the right is Luigi. Can you spot the difference?', 'You have a twisted view of the world. Regardless of what you feel about Big Pharma and Luigi, he shot and killed an unarmed man from behind in cold blood and deserved to be punished for his crimes. That CEO was a father, son etc and deserves justice, what if he was your dad?']"
17,229,17_insurance_healthcare_the_luigi,"['insurance', 'healthcare', 'the', 'luigi', 'to', 'health', 'and', 'is', 'united', 'of']","[""He's talking about Luigi murdering United healthcare CEO. You think this guy Luigi is a hero?"", 'Luigi is sitting in prison, and will be for the rest of his life.\n\nNothing will change in healthcare insurance. Killing people will never change the industry. \n\nThat’s not how to effect change.', 'I’m not defending an insurance company. I’m defending a man who had a family, and just happened to have a job at the insurance company the murderer targeted. 🙄 \n\nHe did not deserve to be murdered on the streets of New York for Luigi Mangione’s ideals. \n\nAnd I most certainly do…']"
18,201,18_this_he_to_is,"['this', 'he', 'to', 'is', 'the', 'in', 'of', 'murder', 'you', 'for']","['This is just disgusting, what happened was not acceptable and those who feel that the murder of this Husband, father, and brother should be addressed so this never happens again in the US.', 'This guy, who killed a man by shooting him in the back, is your leftist hero? It is just so gross.', 'If you celebrate someone gunning down a defenceless person in the street, then you advocate for a world in which this is an acceptable thing ... to do. You in fact advocate for a world in which a stranger can decide that you’re also a bad person, and gun you down in the street']"
19,198,19_penny_daniel_mangione_is,"['penny', 'daniel', 'mangione', 'is', 'the', 'luigi', 'to', 'and', 'people', 'hero']","['CNN just compared Daniel Penny to Luigi Mangione, ""Tell me, which vigilante action is okay?""\n\nDaniel Penny is an American hero!', 'Luigi Mangione is a murderer and Daniel Penny is not. It’s that simple.', ""Well, Mangione is a murderer and Daniel Penny isn't.""]"
20,163,20_rich_family_luigi_he,"['rich', 'family', 'luigi', 'he', 'his', 'and', 'for', 'money', 'to', 'the']","[""Luigi IS the rich. He attended private school, and an Ivy league college. His family was wealthy. Brian Thompson's father worked on grain elevators, and Brian attended public schools and the University of Iowa. Was he wealthy? Yeah, but he worked his way up to that, unlike Luigi."", 'What irony. Spoiled delusional rich kid takes the life of a wealthy CEO who grew up poor. Luigi had failed in life by the age of 26 when compared to his private school classmates, and he decided that his only way of leaving his mark was to carry out this cowardly act.', 'Luigi grew up in privilege, was never even a customer of UHC, apparently did get treatment for his back.\n\nBrian Thompson grew up middle class and made his own way.\n\nLiberals are cheering on a coddled rich kid who murdered a good guy who worked for everything he had.']"
21,150,21_gun_the_left_democrats,"['gun', 'the', 'left', 'democrats', 'control', 'are', 'and', 'luigi', 'for', 'mangione']","['Luigi Mangione shoots the healthcare CEO in New York and the Left celebrates and makes candles worshipping him. \n\nA left wing psychopath shoots up a school in Wisconsin and the Left calls for gun control.\n\nAre we starting to understand their outrage about guns is 100% fake?', 'If you celebrated Luigi Mangione shooting and killing Brian Thompson, I do not want to hear one fucking word from you about gun control after today’s school shooting in Wisconsin. You don’t get to be happy about gun violence and then clutch your pearls over gun violence.', 'When Luigi Mangione shot and killed the healthcare CEO, the left practically praise him for doing so…not a word about gun control….\n\nSadly, the same people will be advocating for gun control over the Madison Wisconsin School shooting..\n\nHypocrites who play politics.']"
