Topic,Count,Name,Representation,Representative_Docs
0,43,0_the_ceo_of_brian,"['the', 'ceo', 'of', 'brian', 'thompson', 'healthcare', 'to', 'this', 'is', 'unitedhealthcare']","['Identify the killer of Brian Thompson, United Healthcare CEO! That is my mother’s Medicare AARP insurance program. They have been good to my family. Mr. Thompson with resurrected as part of the First Resurrection! Get him off of the streets.', '.: The Left is celebrating the murder of the United Healthcare CEO Brian Thompson to promote their socialist takeover of our medical system!', 'This nut is celebrating the murder of United Healthcare CEO Brian Thompson. These people are sick!']"
1,41,1_luigi_you_his_to,"['luigi', 'you', 'his', 'to', 'the', 'and', 'for', 'in', 'on', 'this']","['Ur a pussy, ur glad an innocent unarmed man died simply because you dislike his legal practices, if you cant stand for the freedom of being able to walk on the street without being murdered, u dont stand for anything at all, luigi and all of you are anti society', ""Brian is a tragic hero. His work and company make people live longer but if you're not a systems thinker you won't see it. \n\nBest guess the percent population that is celebrating and Luigi and hating on Brian? \n\nI have to imagine less than 5%? Sort of like direct overlap with the…"", 'Luigi mangione the man that you are!']"
2,40,2_brian_thompson_was_is,"['brian', 'thompson', 'was', 'is', 'the', 'of', 'to', 'you', 'he', 'and']","['This is the good Brian Thompson!', 'Brian Thompson is a hero.', 'Brian Thompson was a hero']"
3,34,3_unitedhealthcare_for_it_healthcare,"['unitedhealthcare', 'for', 'it', 'healthcare', 'with', 'the', 'in', 'uhc', 'your', 'defend']","[""Special announcement: We're now in-network with #UnitedHealthcare (#Optum)! That’s good news for their members who want treatment at one of the nation’s leading hospitals for psychiatric or addiction treatment. Call 713-275-5400 for more info."", 'Gear up like an assassin, but this time with healthcare on your side. 🗡️💊 Show off your stealthy style with the Assassin’s Creed UnitedHealthcare! Perfect for gamers and healthcare warriors alike. 🖤 Grab yours now! 👉', ""Looking for a Medicare plan that meets your needs and budget? I can help. I'm a licensed sales agent for UnitedHealthcare Medicare Advantage plans based in FL. Call me at 727-688-9125 , TTY 711.\n\nWe only have a fews days left of Open Enrollment. Contact me soon!""]"
4,32,4_brian_the_thompson_of,"['brian', 'the', 'thompson', 'of', 'was', 'he', 'and', 'to', 'you', 'for']","['I’m sickened by some of the comments about UHC’s CEO Brian Thompson. Brian was a genuinely nice guy with a family. Celebrating the death of a man because he heads a business you don’t like is disgraceful.', 'Brian Thompson was one of the many CEOs of the departments below you have to understand that. the media never looks into anything and they deliberately on purpose lie to you. the CEO of United healthcare was knighted by Queen Elizabeth!!!', 'Let’s be honest: The people celebrating the cold blooded murder of Brian Thompson are the ones that suffer from a deranged level of greed & jealousy; they see him as a worthless & expendable object simply because he was wealthy and they aren’t.\n\nBrian Thompson, as CEO, wasn’t the…']"
5,27,5_luigi_my_insurance_health,"['luigi', 'my', 'insurance', 'health', 'the', 'and', 'to', 'in', 'for', 'surgery']","['had a lovely time with my friend Luigi Mangione at my house in the UK far away from New York last week talking about how great health insurance CEOs are', ""I just want to thank Luigi Mangione for helping my husband take care of me the day after my cataract surgery. He was helping my husband do chores around the house on 12/04/24 while I was sleeping off the anesthesia. Such a kind soul who'd never do anything wrong."", ""hi I am the partner with the messed up back\n- I am not Luigi nor going to pull a Luigi\n- I needed surgery from the ER so didn't get to pick my surgeon\n- my v good tech health insurance denied the claim $60k+ claim originally, but after four months of appeals + reviews, approved""]"
6,23,6_the_of_unitedhealthcare_to,"['the', 'of', 'unitedhealthcare', 'to', 'ceo', 'and', 'murder', 'people', 'just', 'celebrate']","['You are a very sad but typical liberal who blames the victims and will not hold the perpetrator accountable! You think the CEO of United Healthcare, who grew up in a middle to poor class family and made himself what he was today unlike the privileged murderer Luigi, had it coming…', 'im sorry but all these are so stupid, like what are you trying to prove? if anything, this just proves that NO ONE is safe from an unfair and disgusting system such as the health industry, you’re just making me angrier and more supportive of him 🤷🏻\u200d♀️', '“THE WAY THE LEFT IS FANTASIZING OVER THE DEATH OF ANOTHER HUMAN BEING IS JUST SICK!”  and the hosts of  discuss the liberal support of the murderer of UnitedHealthCare’s CEO. ""The left seems to be on the other side of right and wrong.”']"
7,23,7_mangione_the_luigi_is,"['mangione', 'the', 'luigi', 'is', 'of', 'that', 'ceo', 'who', 'brian', 'to']","[""Look stupid no matter what hs beef was with UNITED HEALTHCARE it's no justification for shooting a man in the #BACK & this punk Luigi Mangione family probably has more money than the CEO BRIAN THOMPSON he cowardly killed & certainly more money than you DUMMIES who glorify him!"", 'In basically every appreciable way I am closer to Brian Thompson than Luigi Mangione and I have nothing but contempt for the giant morons who identify with the shooter. \n\nIf that means that the majority of Americans are giant morons then I’m happy to say it.', ""Luigi Mangione is a criminal terrorist. He killed a ceo not just for revenge but in the hopes that it would stir political change. Brian is what any ceo is supposed to do: maximize profits. A ceo who doesn't do this is fired. Killing ceos (who are ppl) does nothing.""]"
8,16,8_unitedhealthcare_of_ceo_the,"['unitedhealthcare', 'of', 'ceo', 'the', 'to', 'my', 'paid', 'is', 'new', 'and']","['It’s atrocious that anyone is defending the murder of the UnitedHealthcare CEO as some kind of blow against private health insurance. Government-designed insurance under Obamacare has been a disaster—higher costs for worse outcomes and less access to care.', '. In the UK, NHS malpractice accounts for approximately 0.06% of the population, while in the U.S., private healthcare malpractice accounts for about 0.02% of the population. And you’re applauding the death of the #UnitedHealthcare CEO over these numbers?! 🤮', 'My mom has cancer and UnitedHealthcare paid about 1.8 million dollars of her hospital bills. The chemo, medicine, surgeries, etc were all paid for. So tell me, did you have a personal experience or are you just going off of what you see on the internet?']"
9,9,9_yes_lets_fucking_good,"['yes', 'lets', 'fucking', 'good', 'do', 'more', 'batman', 'gooooo', 'gooooooooooo', 'hooray']","['LETS FUCKING GOOOOO', 'LETS FUCKING GOOOOOOOOOOO', 'Lets do this more often']"
