Topic,Count,Name,Representation,Representative_Docs
0,731,0_brian_thompson_of_the,"['brian', 'thompson', 'of', 'the', 'was', 'to', 'and', 'he', 'people', 'for']","[""The problem with Brian Thompson isn't that he is rich; the problem with Brian Thompson is what he did to make his money."", 'We do not know that was him in the video.\n\nWhoever it was in that video, however, did the right thing. Brian Thompson was just as much a murderer as his killer: more so, actually, since as CEO Thompson is responsible for the deaths of thousands.', ""He's a murderer for sure, but so is Brian Thompson for denying healthcare, which people with families died. Brian Thompson should be in prison for murder.""]"
1,708,1_luigi_need_we_you,"['luigi', 'need', 'we', 'you', 'him', 'to', 'this', 'thank', 'get', 'wheres']","['we need you Luigi', 'LUIGI WE NEED YOU', 'We need you Luigi.']"
2,705,2_mangione_the_luigi_is,"['mangione', 'the', 'luigi', 'is', 'of', 'to', 'and', 'for', 'healthcare', 'ceo']","[""What's y'all stance on the Luigi Mangione murder case of the CEO of United healthcare?? \nI just read his manifesto and that man is a martyr for all of us!"", 'he killed a ceo is what he did, he was a brave italian killer and in this house luigi mangione is a hero, end of story', ""Canadian Jury:\n'Americans pay money for healthcare and then they are denied healthcare.'\n\nWhat did Luigi Mangione say that was wrong?\n\n“These parasites had it coming … I do apologize for any strife and trauma, but it had to be done.”\n- Luigi Mangione ()""]"
3,637,3_mangione_luigi_hero_is,"['mangione', 'luigi', 'hero', 'is', 'the', 'this', 'in', 'to', 'need', 'of']","['In this house Luigi Mangione is a hero.', 'you need a “Luigi Mangione”', 'Mangione is a hero']"
4,548,4_unitedhealthcare_ceo_the_of,"['unitedhealthcare', 'ceo', 'the', 'of', 'to', 'and', 'insurance', 'are', 'for', 'is']","['And this is the health system as well a lot of those people lose their insurance and can get the care that they need to go to work. Because of people like the man Brian Thompson that just got assassinated for being too greedy. I’m sure others will b', ""I think if you see all the reactions to the killing of the UnitedHealthcare CEO and think there's something wrong with them, you are right. People's lives have been ruined by that healthcare company and the structure of the system it supports. It's a depraved system."", 'When I shot the CEO of UnitedHealthcare']"
5,520,5_brian_thompson_ceo_of,"['brian', 'thompson', 'ceo', 'of', 'the', 'united', 'to', 'in', 'was', 'healthcare']","['The death of UnitedHealthcare CEO Brian Thompson has some strange coincidences\n\n♦️UnitedHealthcare CEO Brian Thompson was in the middle of a federal lawsuit for INSIDER TRADING and fraud\n♦️Here he is saying he works with NANCY PELOSI to get grants\n♦️Nancy Pelosi traded on inside…', 'The assassination last week of UnitedHealthcare CEO Brian Thompson has some strange coincidences...\n\n- UnitedHealthcare CEO Brian Thompson was in the middle of a federal lawsuit for INSIDER TRADING and fraud.\n- Here he is saying he worked with NANCY PELOSI to get grants.\n- Nancy…', 'The death of UnitedHealthcare CEO Brian Thompson coincidences\n\nUnitedHealthcare CEO Brian Thompson was in the middle of a federal lawsuit for INSIDER TRADING and fraud\nHe worked with NANCY PELOSI to get grants\nPelosi traded on inside information right BEFORE UnitedHealthcare had…']"
6,503,6_brian_thompson_of_the,"['brian', 'thompson', 'of', 'the', 'to', 'and', 'was', 'that', 'for', 'he']","['Sorry, John—Brian Thompson was many things, but *innocent* was not one of them. He had blood on his hands—ask the families of those who died when UHC denied them the coverage they’d paid for. It happened on his watch.', ""MILLIONS OF CHILDREN have died or watched their parents be killed by greedy, scumbag health insurance CEOs, like Brian Thompson. Where's your empathy for them?\n\nWhy are you choosing to sympathize w/sadists, ie; Brian Thompson, who profit from the deaths of the working class??"", 'Do you believe that the CEO Brian Thompson killed people by denying them care. Is that not murder?']"
7,482,7_the_luigi_healthcare_insurance,"['the', 'luigi', 'healthcare', 'insurance', 'to', 'and', 'health', 'is', 'of', 'that']","['What’s crazy is Luigi will probably end up having better healthcare for the rest of his life than most Americans. That’s how bad our healthcare system is. Killing a healthcare CEO can actually improve your healthcare…', 'well he is the ceo and decision maker for a healthcare company that literally denies people their healthcare that they pay for so yeah. \nLuigi may have killed that guy, but that guy was responsible for hundreds of thousands of deaths so fuck him. 🤷🏻\u200d♀️', 'This fund isn’t about Luigi. It’s about the fact that the real criminals are in the health insurance industry. If we are going to rip on this COO getting gunned down, we need to talk about the thousands of people that were rejected by health insurance companies.']"
8,479,8_ceo_the_luigi_that,"['ceo', 'the', 'luigi', 'that', 'and', 'to', 'ceos', 'of', 'is', 'people']","[""That CEO felt the need to decide who should live and who should not by denying health care, he only cared about their money, he killed a LOT of people, Luigi killed only one, the murderer of all those people, that's justice"", 'The CEO killed this man\n\nThe CEO deserved to die in pain and suffering like the people he killed\n\nLuigi is a merciful martyr that put his life on the line for the sake of the American people, and killed his target humanely\n\nLuigi is a hero and you are a bootlicking dog.', 'The CEO that was killed is directly responsible for the suffering and deaths of many people through denied Healthcare. \n\nLuigi killed in cold blood, but the person who died is for the benefit of many. A death that was needed; but done in a horrible way.']"
9,441,9_luigi_is_the_and,"['luigi', 'is', 'the', 'and', 'killed', 'to', 'for', 'he', 'of', 'was']","['This is who Luigi should have killed', 'I mean… no. Rittenhouse for as much as a cuck bitch that he is was still doing so in self defence. This guy sought out this man and killed him. It is different. But Luigi is so much more based lol.', ""When person killed was a man who let thousands die for profit, yeah I'm glad he's dead\n\nWas what Luigi did illegal, yes for sure it was and he should be punished for his actions\n\nWere his actions just, also yes\n\nThe law and just are not always on the same side""]"
10,437,10_unitedhealthcare_the_to_of,"['unitedhealthcare', 'the', 'to', 'of', 'for', 'and', 'insurance', 'health', 'they', 'in']","['. with  and  : Did #BrianThompson of #UnitedHealthcare have It Coming?', 'The money should go to the loved ones of people who died because they were denied care by UnitedHealthcare.', 'In 2023, UnitedHealthcare reported $22 billion in profits. They also lead the field in claim denials. And they’re not alone.\n\nHealth insurance companies are in the business of denying our healthcare. They profit off the suffering of you and your loved ones. Prove me wrong!']"
11,394,11_luigi_hero_is_the,"['luigi', 'hero', 'is', 'the', 'you', 'to', 'for', 'and', 'of', 'this']","['I support to Luigi, He is a HERO', 'Luigi, the hero of the people.', '$Hero is $Luigi 2.0']"
12,387,12_luigi_did_he_the,"['luigi', 'did', 'he', 'the', 'this', 'was', 'that', 'to', 'is', 'like']","['That’s why Luigi did nothing wrong', 'See now why Luigi did what he did??', 'This is why Luigi did what he did']"
13,318,13_brian_thompson_he_was,"['brian', 'thompson', 'he', 'was', 'fuck', 'to', 'piss', 'like', 'of', 'his']","['Fuck Brian Thompson', 'Fuck Brian Thompson.', 'Fuck you and Brian Thompson']"
14,291,14_free_luigi_my_boy,"['free', 'luigi', 'my', 'boy', 'freeluigi', 'he', 'man', 'aint', 'him', 'wrong']","['free $luigi', 'Free $LUIGI 🫡', 'Free $Luigi']"
15,250,15_the_luigi_and_is,"['the', 'luigi', 'and', 'is', 'to', 'you', 'of', 'this', 'they', 'are']","[""Luigi should be considered a hero for doing what he did, he shot the man in charge of making money off the suffering of hundreds. The news shouldn't be shaming Luigi but instead focusing on the people who have suffered due to the man Luigi killed that day #UnitedHealthcare"", 'One day the poor will have nothing left to eat but the rich… Luigi was not poor but many of those “morons” will be because of policies like the ones set by this man… and your boss, that time could be sooner than you think.', 'Because they need to scare people. w this image they say, ""If you try to kill a rich person, we will introduce you to our rich law."" \nTherefore, US society and even the world needs to stay behind him and raise their voices for Luigi. He is the hero here..']"
16,192,16_unitedhealthcare_to_claims_ai,"['unitedhealthcare', 'to', 'claims', 'ai', 'deny', 'autism', 'for', 'the', 'care', 'of']","['Looks like an AI generated denial to me. Good time to point out that UnitedHealthcare is currently facing a class action lawsuit for using AI with a 90% error rate to deny patients coverage.', 'UnitedHealthcare has been accused of using an AI algorithm, specifically nH Predict, to deny claims for post-acute care under Medicare Advantage plans. \n\nThis AI reportedly has a 90% error rate, leading to wrongful denials of care that physicians had deemed necessary. \n\nThese…', 'UnitedHealthcare has been using an AI system with a 90% error rate to deny health care claims.']"
17,145,17_mangione_free_pardon_luigi,"['mangione', 'free', 'pardon', 'luigi', 'biden', 'freeluigi', 'for', 'my', 'depose', 'defend']","['If Joe Biden can pardon Hunter Biden he should also pardon Luigi Mangione\n\nFREE LUIGI MANGIONE! 😍', 'FREE LUIGI MANGIONE , HE IS A HERO', 'Free Luigi Mangione. If your son, Hunter Biden, gets a pardon, this man, Luigi Mangione, should be free.']"
18,82,18_lorenz_taylor_she_joy,"['lorenz', 'taylor', 'she', 'joy', 'felt', 'ceo', 'says', 'unitedhealthcare', 'murder', 'of']","['Read more: Taylor Lorenz says she ""felt joy"" after the murder of UnitedHealthcare CEO', 'Taylor Lorenz says she ""felt joy"" after the murder of UnitedHealthcare CEO', ""Taylor Lorenz says she 'felt joy' after the murder of UnitedHealthcare CEO""]"
19,19,19_lookalike_contest_yorkers_shooter,"['lookalike', 'contest', 'yorkers', 'shooter', 'celebrate', 'new', 'assassination', 'unitedhealthcare', 'ceo', 'wear']","['New Yorkers celebrate assassination of UnitedHealthcare CEO with shooter look-a-like contest: ‘I wear this everywhere’', 'New Yorkers celebrate assassination of UnitedHealthcare CEO with shooter look-a-like contest', 'New Yorkers celebrate death of UnitedHealthcare CEO with assassin-lookalike contest']"
