Topic,Count,Name,Representation,Representative_Docs
0,746,0_unitedhealthcare_the_insurance_of,"['unitedhealthcare', 'the', 'insurance', 'of', 'to', 'and', 'for', 'health', 'in', 'is']","['The lack of sympathy for this guys death, tells you everything you need to know about the state of health insurance in the US #UnitedHealthcare #Injustice_Must_Answer #denydefenddepose', 'Brian Thompson killer had the words “deny,” “defend” “depose” on the shell casings that were left behind?\n\nObvious link to the 2010 book: Delay, Deny, Defend.\nWhy insurance companies don’t pay claims and what you can do about it.\n\nSo this must be vigilante justice. They refused…', 'The words “deny,” “defend,” and “depose” were found on the Brian Thompson’s killer’s casings.\nDelay Deny Defend is the name of a book about insurers refusing to pay claims and what they can do about it. Maybe depose is what this man or the hit man added.']"
1,633,1_unitedhealthcare_the_ceo_of,"['unitedhealthcare', 'the', 'ceo', 'of', 'to', 'and', 'in', 'for', 'is', 'are']","['How many people did the CEO of UnitedHealthcare pay for the privilege of killing people?', 'Bernie Sanders on the public response to the murder of the UnitedHealthcare CEO: ""What you have seen rising up is people\'s anger at a health insurance industry which denies people the healthcare that they desperately need while they make billions and billions of dollars in…', 'And this is the health system as well a lot of those people lose their insurance and can get the care that they need to go to work. Because of people like the man Brian Thompson that just got assassinated for being too greedy. I’m sure others will b']"
2,606,2_luigi_the_healthcare_to,"['luigi', 'the', 'healthcare', 'to', 'is', 'insurance', 'and', 'health', 'of', 'that']","['This fund isn’t about Luigi. It’s about the fact that the real criminals are in the health insurance industry. If we are going to rip on this COO getting gunned down, we need to talk about the thousands of people that were rejected by health insurance companies.', 'I don’t agree with what Luigi did but I understand why. The healthcare system is so broken and rigged. If we spend trillions on healthcare, WHY THE FUCK can’t we afford it? The money doesn’t go to healthcare. It goes straight to the government and they send it to other fucking.', ""This is why so many people see Luigi as a hero.\n\nI'm not saying Luigi is the answer, I'm saying that the American healthcare industry is broken, needs to be fixed, and insurance companies and Big Pharma both are at the heart of it.\n\nMAHA""]"
3,597,3_brian_thompson_was_of,"['brian', 'thompson', 'was', 'of', 'the', 'and', 'he', 'people', 'to', 'for']","['Brian Thompson was a murderer', ""He's a murderer for sure, but so is Brian Thompson for denying healthcare, which people with families died. Brian Thompson should be in prison for murder."", 'I killed Brian Thompson.']"
4,596,4_luigi_him_to_this,"['luigi', 'him', 'to', 'this', 'the', 'need', 'luigis', 'we', 'you', 'be']","['we got a Luigi for people like this?', 'We need another luigi on #him', 'we need to luigi him']"
5,547,5_ceo_luigi_the_and,"['ceo', 'luigi', 'the', 'and', 'that', 'to', 'ceos', 'is', 'of', 'for']","['did people think luigi killed the CEO just because??? it was a message to america that people are tired of being fucked over', 'yeah the life of a dad who denied healthcare to people, robbed them of their money and left them to die.\nwhat a wonderful person that CEO was.\nand also, we dont even know if this luigi guy killed him.', 'The CEO that was killed is directly responsible for the suffering and deaths of many people through denied Healthcare. \n\nLuigi killed in cold blood, but the person who died is for the benefit of many. A death that was needed; but done in a horrible way.']"
6,514,6_mangione_the_luigi_healthcare,"['mangione', 'the', 'luigi', 'healthcare', 'of', 'is', 'to', 'insurance', 'and', 'for']","['Senator Fetterman is wrong about Luigi Mangione and social media. Luigi Mangione is a hero for those with health insurance that are just as rotten as United Healthcare’s.', 'from: luigi mangione\nto: Unitedhealthcare CEO', 'Luigi Mangione is going on trial for the death of one healthcare CEO.\n\nBut what if we also put healthcare CEOs and insurance companies on trial for the death of millions of people for denying healthcare for so many years?']"
7,514,7_luigi_the_is_and,"['luigi', 'the', 'is', 'and', 'to', 'of', 'he', 'for', 'that', 'people']","['Brian Thompson murdered tens of thousands of people and was trying to murder more. Whoever killed him (not proven to be Luigi) is a hero for getting justice for Brians victims in the only way possible since the government not only doesnt stop people like Brian, they are complicit', ""When person killed was a man who let thousands die for profit, yeah I'm glad he's dead\n\nWas what Luigi did illegal, yes for sure it was and he should be punished for his actions\n\nWere his actions just, also yes\n\nThe law and just are not always on the same side"", ""Luigi should be considered a hero for doing what he did, he shot the man in charge of making money off the suffering of hundreds. The news shouldn't be shaming Luigi but instead focusing on the people who have suffered due to the man Luigi killed that day #UnitedHealthcare""]"
8,488,8_mangione_luigi_this_is,"['mangione', 'luigi', 'this', 'is', 'hero', 'in', 'me', 'mangiones', 'to', 'the']","['FREE LUIGI MANGIONE , HE IS A HERO', 'you need a “Luigi Mangione”', 'Luigi Mangione is the hero of the people.']"
9,461,9_brian_thompson_ceo_of,"['brian', 'thompson', 'ceo', 'of', 'the', 'to', 'united', 'healthcare', 'in', 'was']","['United HealthCare had the highest rate of claims denials for its members of any health insurance company in America and double the industry average.\n\nThey say that the reason Brian Thompson died was because they had to wait on prior authorization from UHC to get him admitted to a…', 'Oh no!\n\nThe CEO of United Healthcare who used AI to deny health coverage to millions, Brian Thompson, was shot in the chest and died.\n\nAnyway', 'And people wonder why health insurance CEOs are getting got. United Healthcare CEO Brian Thompson fucked around and found out with his AI that denied 90% of claims.']"
10,399,10_luigi_hero_free_is,"['luigi', 'hero', 'free', 'is', 'the', 'and', 'to', 'you', 'be', 'of']","['And this is why Luigi is a hero', 'This guy is a hero free Luigi', 'FREE LUIGI. HE IS A HERO']"
11,368,11_brian_thompson_of_the,"['brian', 'thompson', 'of', 'the', 'to', 'and', 'people', 'for', 'was', 'who']","['The biggest problem is for-profit health insurance and claim deniers like Brian Thompson who are killing thousands every year. You care about Thompson but not about those he killed.', 'Brian Thompson is a death on the left’s hands. Their rhetoric against the rich and claim that healthcare insurance is a right is what emboldened this death. Was Brian Thompson running a greedy as company? Sure, but killing him was not appropriate because, like any CEO he has a…', ""The CEO Brian Thompson had 'zero remorse' for taking the lives of hundreds of thousands of Americans who will not be with their 'loved ones' at Christmas because they were mass-murdered by Brian Thompson. So think about those countless thousands of families as well.""]"
12,351,12_mangione_luigi_the_is,"['mangione', 'luigi', 'the', 'is', 'hero', 'he', 'to', 'and', 'of', 'in']","['He murdered a CEO is what he did! He was a brave Italian assassin. And in this house Luigi Mangione is a hero—\nend of story', 'He took on the corrupt healthcare system is what he did, and in this house Luigi Mangione is an Italian American hero, end of story!', 'He took on the corrupt healthcare system is what he did, and in this house, Luigi Mangione is an Italian American hero, end of story!']"
13,298,13_mangione_the_luigi_is,"['mangione', 'the', 'luigi', 'is', 'to', 'and', 'of', 'for', 'people', 'not']","['Murder is bad. Killing people is bad. Luigi Mangione is not a hero and should face justice for his actions.\n\nBrian Thompson was a terrible person who ran an evil company responsible for the deaths and suffering of many many people and deserves no sympathy whatsoever.', 'Here’s the truth: The only reason people are rooting for Luigi Mangione is because they know they’ll never see justice from a system designed to screw them over. And the real crime? It’s not murder—it’s the fact that a CEO’s death gets more attention than the millions of lives…', ""People talking about the arrest of Luigi Mangione for the death of the United Healthcare CEO saying justice should have come from the justice system have a point. The problem is it didn't and never would. \n\nWe need a new system for the People, not owned by the elites!""]"
14,284,14_unitedhealthcare_to_claims_ai,"['unitedhealthcare', 'to', 'claims', 'ai', 'deny', 'autism', 'for', 'denied', 'of', 'coverage']","['Looks like an AI generated denial to me. Good time to point out that UnitedHealthcare is currently facing a class action lawsuit for using AI with a 90% error rate to deny patients coverage.', 'UnitedHealthcare CEO had been receiving death threats about ""lack of coverage"" his wife says\n\nA lawsuit filed in 2023 claims the company was using an AI model with 90% error rate to deny care', 'UnitedHealthcare has been using an AI system with a 90% error rate to deny health care claims.']"
15,238,15_brian_thompson_fuck_he,"['brian', 'thompson', 'fuck', 'he', 'piss', 'was', 'hell', 'in', 'like', 'deserved']","['Fuck Brian Thompson', 'Fuck Brian Thompson.', 'fuck brian thompson']"
16,203,16_parasites_had_manifesto_coming,"['parasites', 'had', 'manifesto', 'coming', 'it', 'these', 'luigimangione', 'mangione', 'apologize', 'strife']","['Luigi Mangione’s Manifesto:\n\n“…I do apologize for any strife or traumas but it had to be done. Frankly, these parasites simply had it coming. A reminder: the US has the #1 most expensive healthcare system in the world, yet we rank roughly #42 in life expectancy. United is the…', '“These parasites had it coming. I do apologize for any strife and trauma, but it had to be done"" - Luigi Mangione.\n\n#CEOAssassination \n#BrianThompson', 'Luigi Mangiones manifesto had these crazy lines:\n\n“These parasites had it coming. I do apologize for any strife and trauma, but it had to be done.”']"
17,185,17_thompson_brian_ceo_the,"['thompson', 'brian', 'ceo', 'the', 'of', 'insider', 'trading', 'doj', 'and', 'was']","['United Healthcare CEO Brian Thompson and other executives were caught with insider trading, sold $117M of their stock during the federal probe (and investors were not notified)! Thompson gets shot at investor conference. \n\nQ3815\n""What happens when people learn the TRUTH?…', 'United Healthcare CEO Brian Thompson and other executives were caught with insider trading, sold $117M of their stock during the federal probe (and investors were not notified)! Thompson gets shot at investor conference.\nQ3815\n""What happens when people learn the TRUTH?\nWhat…', '🚨 United Healthcare CEO Brian Thompson and others were caught with insider trading, sold $117 million of their stock during the federal probe without notifying investors. \n\nThompson was facing a DoJ investigation and lawsuit.']"
18,55,18_lorenz_taylor_joy_she,"['lorenz', 'taylor', 'joy', 'she', 'felt', 'says', 'ceo', 'unitedhealthcare', 'reporter', 'murder']","['Read more: Taylor Lorenz says she ""felt joy"" after the murder of UnitedHealthcare CEO', 'Taylor Lorenz says she ""felt joy"" after the murder of UnitedHealthcare CEO', ""Taylor Lorenz says she 'felt joy' after the murder of UnitedHealthcare CEO""]"
19,19,19_bundy_ted_women_killed,"['bundy', 'ted', 'women', 'killed', 'who', 'serial', 'raped', 'comparison', 'and', 'killer']","['Ted Bundy killed and raped women for fun. Luigi took out the ceo of a predatory health insurance company who built exorbitant wealth on the backs of the sick and dead.', 'ted bundy killed a lot of innocent woman raped and tortured them. Luigi killed a Billionaire who was abusing his power on the working class people who was sick', 'luigi took out an insurance ceo (someone who has ruined lives) vs ted bundy who was a rapist and brutal serial killer who targeted young women']"
