Topic,Count,Name,Representation,Representative_Docs
0,912,0_brian_thompson_the_of,"['brian', 'thompson', 'the', 'of', 'ceo', 'to', 'in', 'was', 'and', 'for']","[""From what I've read about Brian Thompson, CEO of United Healthcare and the fact that the buck stopped with him in the area of claim denial, and that he is possibly responsible for the deaths of more than 10k people who trusted they'd get the care they desperately needed - the way…"", 'United HealthCare had the highest rate of claims denials for its members of any health insurance company in America and double the industry average.\n\nThey say that the reason Brian Thompson died was because they had to wait on prior authorization from UHC to get him admitted to a…', 'Oh no!\n\nThe CEO of United Healthcare who used AI to deny health coverage to millions, Brian Thompson, was shot in the chest and died.\n\nAnyway']"
1,800,1_brian_thompson_of_the,"['brian', 'thompson', 'of', 'the', 'was', 'to', 'and', 'he', 'people', 'for']","['Brian Thompson was an evil, greedy man. His company has a denial rate of over 30%. So tell me how you can support a man who is responsible for thousands of deaths in America? Brian Thompson is also a murderer. I don’t condone violence but he had it coming… 🤷🏻\u200d♀️', 'The problem is Brian Thompson was not an innocent man. He killed many people. Just because what he did was legal. Does not make it not murder. It is legal to kill poor people in the USA. The person who killed him is a modern day Robin Hood who served up justice to many people.', ""He's a murderer for sure, but so is Brian Thompson for denying healthcare, which people with families died. Brian Thompson should be in prison for murder.""]"
2,789,2_mangione_luigi_is_the,"['mangione', 'luigi', 'is', 'the', 'hero', 'free', 'to', 'this', 'in', 'and']","['you need a “Luigi Mangione”', 'Mangione is a hero', 'FREE LUIGI MANGIONE , HE IS A HERO']"
3,788,3_luigi_need_we_you,"['luigi', 'need', 'we', 'you', 'to', 'him', 'this', 'the', 'for', 'get']","['We need luigi for this one', 'LUIGI WE NEED YOU', 'luigi we need you']"
4,713,4_luigi_the_is_and,"['luigi', 'the', 'is', 'and', 'to', 'of', 'he', 'for', 'people', 'that']","['Brian Thompson murdered tens of thousands of people and was trying to murder more. Whoever killed him (not proven to be Luigi) is a hero for getting justice for Brians victims in the only way possible since the government not only doesnt stop people like Brian, they are complicit', ""When person killed was a man who let thousands die for profit, yeah I'm glad he's dead\n\nWas what Luigi did illegal, yes for sure it was and he should be punished for his actions\n\nWere his actions just, also yes\n\nThe law and just are not always on the same side"", ""Not one sane person has stated it was Luigi's right to murder Thompson.\n\nWhat is being said is that Thompson was responsible for a company that ALLOWED tens of thousands of people die.\n\nThat is why Thompson was killed. People are saying they understand why it happened.""]"
5,699,5_mangione_the_luigi_is,"['mangione', 'the', 'luigi', 'is', 'of', 'to', 'and', 'for', 'healthcare', 'ceo']","[""What's y'all stance on the Luigi Mangione murder case of the CEO of United healthcare?? \nI just read his manifesto and that man is a martyr for all of us!"", 'He took on the corrupt healthcare system is what he did, and in this house Luigi Mangione is an Italian American hero, end of story!', 'Luigi Mangione is going on trial for the death of one healthcare CEO.\n\nBut what if we also put healthcare CEOs and insurance companies on trial for the death of millions of people for denying healthcare for so many years?']"
6,618,6_luigi_the_is_hero,"['luigi', 'the', 'is', 'hero', 'did', 'to', 'he', 'and', 'you', 'this']","['This is why Luigi did what he did', 'I support to Luigi, He is a HERO', 'Luigi, the hero of the people.']"
7,574,7_unitedhealthcare_ceo_the_of,"['unitedhealthcare', 'ceo', 'the', 'of', 'to', 'and', 'for', 'insurance', 'is', 'are']","['How many people did the CEO of UnitedHealthcare pay for the privilege of killing people?', 'And this is the health system as well a lot of those people lose their insurance and can get the care that they need to go to work. Because of people like the man Brian Thompson that just got assassinated for being too greedy. I’m sure others will b', 'When I shot the CEO of UnitedHealthcare']"
8,567,8_unitedhealthcare_the_to_of,"['unitedhealthcare', 'the', 'to', 'of', 'and', 'for', 'insurance', 'they', 'in', 'claims']","['Thoughts and sympathy today to all of those who have lost loved ones, because they were denied insurance claims by #UnitedHealthcare', '„That’s where UnitedHealthcare went wrong. They violated their contract with my mother, with me, and tens of millions of other Americans. This threat to my own health, my family’s health, and the health of our country’s people requires me to respond with an act of war.“', 'The money should go to the loved ones of people who died because they were denied care by UnitedHealthcare.']"
9,522,9_the_ceo_luigi_and,"['the', 'ceo', 'luigi', 'and', 'that', 'to', 'of', 'is', 'ceos', 'people']","[""That CEO felt the need to decide who should live and who should not by denying health care, he only cared about their money, he killed a LOT of people, Luigi killed only one, the murderer of all those people, that's justice"", 'The CEO that was killed is directly responsible for the suffering and deaths of many people through denied Healthcare. \n\nLuigi killed in cold blood, but the person who died is for the benefit of many. A death that was needed; but done in a horrible way.', 'The CEO killed this man\n\nThe CEO deserved to die in pain and suffering like the people he killed\n\nLuigi is a merciful martyr that put his life on the line for the sake of the American people, and killed his target humanely\n\nLuigi is a hero and you are a bootlicking dog.']"
