Topic,Count,Name,Representation,Representative_Docs
0,1163,0_brian_thompson_the_of,"['brian', 'thompson', 'the', 'of', 'unitedhealthcare', 'to', 'ceo', 'and', 'is', 'this']","['Brian Thompson was a person to whether you like it or not and you all are making a hero out of his killer and celebrating his death . Do you have any sympathy for his two children and his wife?', 'This nut is celebrating the murder of United Healthcare CEO Brian Thompson. These people are sick!', 'Brian Thompson was shot in the back. The murderer is not a hero.']"
1,1037,1_mangione_luigi_the_to,"['mangione', 'luigi', 'the', 'to', 'is', 'of', 'and', 'he', 'in', 'this']","['Luigi Mangione Loses It As He Arrives To Court\n\nLuigi Mangione: ""completely out of touch and this is an insult to the intelligence of the American people.""', 'Luigi Mangione is not a hero.', 'You neglected: \n\nLuigi Mangione is a COWARD \nLuigi Mangione is a MURDERER \nLuigi Mangione is a MANIAC \nLuigi Mangione is a THEIF \nLuigi Mangione is an IDIOT \n\nLuigi Mangione now PRISONER \n\nIf he was so smart - why did he not think of something other than MURDER? Duh! Maybe a…']"
2,958,2_luigi_the_to_is,"['luigi', 'the', 'to', 'is', 'and', 'in', 'he', 'you', 'that', 'of']","['i haven’t said shit about that Luigi case because i wanted all the facts and now that I have them . Why people are gunning for a MURDERER to be free is insane to me ! He killed a man that had a family , the healthcare system is still fucked up like ..', 'He murdered someone doing legal business in cold blood and shot him in the back. Luigi is a piece of shit coward and he’s going to get what he deserves.', 'Luigi is a coward. He shot him in The back. This was premeditated murder. He is lucky NY doesn’t have the death penalty. Life in prison will work.']"
3,947,3_luigi_you_is_to,"['luigi', 'you', 'is', 'to', 'the', 'and', 'this', 'that', 'of', 'his']","['And look for what? Can you read? All you idiots talking all this shit on twitter but aren’t doing ANYTHING about it. Oh wait that’s all you ever do…Luigi will rot and yall still ain’t gonna do a damn thing but tweet and post 🤣', 'LUIGI WHAT THE FUCK DID YOU A DO', ""and now, the 'luigi' fans are calling for crazy s**t like this-what is WRONG with you people?""]"
4,933,4_mangione_the_of_luigi,"['mangione', 'the', 'of', 'luigi', 'ceo', 'to', 'and', 'in', 'is', 'for']","[""I'm at a huge loss as to why people are cheering the guy (Luigi Mangione) who killed the Ceo of United Healthcare as a hero."", 'You act as if Brian Thompson has anything to do with how the healthcare system was created. Mangione killed a random CEO who has nothing to do with how the system works, wrote a paragraph manifesto, and is now going to jail for the rest of his life. Your hero is a fucking loser.', 'The killer of UnitedHealthcare CEO Brian Thompson, Luigi Mangione, we are told, is a very bright young man that got somehow so radicalized that he came to the conclusion that murder is a legitimate act…\n\n“Out of touch”\n\n“An insult to the intelligence of the American people”\n\n🤔']"
5,756,5_luigi_the_is_and,"['luigi', 'the', 'is', 'and', 'to', 'of', 'that', 'are', 'he', 'in']","['Luigi is plant because he is going along with everything. If he was set up, he would say it. If you look at his backgorund his family is very wealthy and is part of that circle that calls us ""parasites"". That is how rich people talk. They refer to us as ""parasites"".', ""If you were actually paying attention you would know that the murder is not the issue. It's the folk hero status attributed to the murderer. That's the issue. He didn't lionize the Trump shooter as a hero. People are calling Luigi a hero. THAT'S the problem."", 'I was with you until this comment lol. Like “the black guy” (as if that has any relevance to the story) who was trying and threatening to kill people deserved to be stopped and Penny stepping up to protect the people is definitely a hero. Luigi is ain’t a hero but meh I get it.']"
6,492,6_mangione_the_is_to,"['mangione', 'the', 'is', 'to', 'and', 'of', 'he', 'in', 'for', 'you']","['I’m in the minority of people who thinks if Mangione is the killer then he should face full justice by law & not be lionized by the general public BUT Adams is (and has ALWAYS BEEN a CLOWN)! \nThis is NOT your city & this is a murder, not a “terroristic act”. Cut the gangster act!', 'Mangione is NO hero.. he is NO Robin Hood.. he is a cold blooded murder who shot a man in the back.. He is a coward', ""1 is too many, and Mangione shot Thompson in the back like the coward he is. There is no punishment great enough, but I don't think we need to house and feed him for the rest of his life. Death is appropriate in this case.""]"
7,454,7_the_ceo_luigi_to,"['the', 'ceo', 'luigi', 'to', 'and', 'is', 'of', 'that', 'insurance', 'you']","['It is ok not to understand things. Going on X and acting like the DA said the insurance company is part of the government is not the way to learn. It just shows everyone you are clueless. Luigi killed someone so the government would change something. Terrorism.', ""I understand why people are angry at the insurance CEO was killed, but that still doesn't excuse what Luigi did. Everyone would be way more sympathetic if he'd just shot the guy in the legs a few times to get his point across."", ""And they do it because there's good money! Who wouldn't?\n\nIt's still them that are the source of the cost problem. People like the healthcare CEO have to deal with that problem downstream. And he's dead now because idiots like Luigi think he was to blame for the cost problems.""]"
8,324,8_penny_daniel_the_mangione,"['penny', 'daniel', 'the', 'mangione', 'is', 'and', 'to', 'luigi', 'rittenhouse', 'in']","['Daniel Penny is a hero.\n\nLuigi Mangione is THE villain.\n\nWho is the Left cheering? 🧐', ""Well, Mangione is a murderer and Daniel Penny isn't."", 'Luigi Mangione is a murderer and Daniel Penny is not. It’s that simple.']"
9,226,9_kyle_rittenhouse_was_luigi,"['kyle', 'rittenhouse', 'was', 'luigi', 'shot', 'in', 'and', 'the', 'self', 'him']","['Kyle defended himself against criminals who were trying to kill him, Luigi shot an unsuspecting man in the back. Kyle had every right to do what he did under the law, Luigi committed cold blooded murder in the most cowardly way possible. If you can’t see the difference than you…', 'No Kyle acted in self defense killing 2 of the 3 assailants. Kyle injured the 3rd assailant when they pulled a gun against Kyle after trying to physically take the rifle from Kyle. Kyle saw the gun drawn at him and shot him in the arm. Luigi shot and murdered someone from behind.', 'Luigi is a murder. Kyle Rittenhouse isn’t!']"
