Topic,Count,Name,Representation,Representative_Docs
0,1555,0_mangione_luigi_my_in,"['mangione', 'luigi', 'my', 'in', 'the', 'to', 'me', 'is', 'free', 'and']","['“my man” as in Luigi Mangione \nnot🙅🏻\u200d♀️ the other one', 'This one’s for you, Luigi Mangione ❤️\u200d🔥', 'FREE LUIGI MANGIONE , HE IS A HERO']"
1,1082,1_mangione_the_is_to,"['mangione', 'the', 'is', 'to', 'and', 'of', 'luigi', 'that', 'he', 'in']","['The elites are afraid of the implications of an assassin getting away with this, and they couldn’t find the guy. So they are framing Luigi Mangione for it. They want someone who everyone would want the assassin to be. \nThe important thing to them is that he’s “caught”', 'i’m sorry if you think kyle rittenhouse gets to walk free and you think of him as an “american hero” you do not get to speak on luigi mangione, someone who actually fucking did something for the people vs against them.', 'He took on the corrupt healthcare system is what he did, and in this house, Luigi Mangione is an Italian American hero, end of story!']"
2,1052,2_luigi_to_we_the,"['luigi', 'to', 'we', 'the', 'my', 'need', 'for', 'this', 'and', 'get']","['We need more Luigi’s', 'We need more Luigi’s!!', 'Fuck that. \nThese people are fucking with OUR LIFE!\nThey need to know how it feels. \nWe need more people like her and Luigi.']"
3,953,3_the_is_luigi_to,"['the', 'is', 'luigi', 'to', 'and', 'he', 'was', 'that', 'of', 'they']","[""honestly been thinking about this and the fact that even if he did turn himself in to prove luigi innocent it wouldn't do anything bc it's not like the cops would admit that they were wrong or that they deliberately framed him like lol"", ""can we talk about how these dont look like the same person so what if it's part of an even bigger plan for luigi to be the fall guy so his lawyer gets a strong fight against the ceo and have luigi released because it's the wrong person while the real guy is in hiding"", 'Of course he did it but I believe what the guy is trying to say is that he didn’t do it on his own. The insurance guy was set up. How did Luigi know he was going to be there? Who was that guy there to met? The NYPD is busy parading him around like he’s Batman.']"
4,745,4_mangione_luigi_the_in,"['mangione', 'luigi', 'the', 'in', 'to', 'of', 'for', 'mangiones', 'is', 'and']","['Is it just me that thinks Luigi Mangione is being framed and he wasn’t the one that did it?\n\nI believe the guy who did it should be in jail, but for some reason a part of me doesn’t believe it was him after looking into it.', ""We all see how Luigi Mangione's case looks like a set up. The question is: what do we do? Are we going to let an innocent man die? Can we chip in for his legal defense to make sure he gets a real and fair trial? Any suggestions?\n#Mangione"", 'More than 20 women show up in court to support murder suspect Luigi Mangione as he pleads not guilty over the shooting of UnitedHealthcare CEO, Brian Thompson.\n\n📸:']"
5,742,5_luigi_is_like_hot,"['luigi', 'is', 'like', 'hot', 'that', 'and', 'you', 'the', 'love', 'of']","['I don’t know why but I mean Luigi is hot I’ll give you that but there’s something more to him, I mean look at his eyes it’s like he’s not even there … I don’t know how to explain it but like Jesus have mercy', 'so im just going to come out and say it. all the ""evidence"" they have on this guy is fake. WHO just carries around INCRIMINATING stuff like that on their person? it all just seems WAY too convenient. ALSO put a medical mask on luigi. the eyebrows dont match. obviously wrong guy.', ""I just want to know who he is, to get lost with him. I'm in love with how he came out in this damn photo and I know perfectly well that it's not Luigi and screw me... he never will be. But my curious mind attracts me to him like a magnet..""]"
6,736,6_brian_thompson_was_of,"['brian', 'thompson', 'was', 'of', 'the', 'people', 'he', 'and', 'for', 'to']","['Brian Thompson killed more people than his killer so….', 'This man is not the killer of Brian Thompson.', 'fuck brian thompson']"
7,721,7_the_to_and_of,"['the', 'to', 'and', 'of', 'is', 'luigi', 'are', 'class', 'that', 'people']","['Being as honest as possible, the best way someone can support Luigi’s cause and make more progress for the working class is to do what he did. For legal reasons, I am not condoning this, but that is what will need to be done.', 'people are saying that Luigi has started a class war, he has not. There has been a class war for years now, the rich have been killing and destroying the lives of the working class. Its just now that the poor are fighting back.', 'In the eyes of the oligarchy, he is a threat to the their power and greed. So they want everyone to see what they do to those who rail against it. But more Luigi’s are on their way. It’s only a matter of time.']"
8,686,8_luigi_coin_the_is,"['luigi', 'coin', 'the', 'is', 'movement', 'to', '5xykkfajpamsh4tf2efj3s61w3hc5cjhxnzqq5h1pump', 'buy', 'on', 'will']","['$LUIGI IS THE MOVEMENT \n$LUIGI IS THE COIN OF THE YEAR \nGOOD CHOICE !!! 🫡', '$luigi is a movement, and the next cult\n\n$luigi and #luigimangione\n5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump', '$Luigi is ❤️\u200d🔥🚀']"
9,659,9_free_luigi_my_freeluigi,"['free', 'luigi', 'my', 'freeluigi', 'nigga', 'he', 'him', 'man', 'boy', 'luigimangione']","['Free $luigi', 'Free $LUIGI ! 🫡', 'FREE $LUIGI !!!! 🫡']"
