Topic,Count,Name,Representation,Representative_Docs
0,1693,0_luigi_is_the_and,"['luigi', 'is', 'the', 'and', 'to', 'that', 'like', 'this', 'it', 'you']","['I just know Luigi is 5’4 and that makes me want him more', 'If it’s like that Luigi should of been there, not him', 'Maybe Luigi isn’t even that hot to some of us but we still think he’s cool for what he did.']"
1,1692,1_mangione_luigi_in_the,"['mangione', 'luigi', 'in', 'the', 'to', 'my', 'is', 'and', 'of', 'free']","['Luigi Mangione, we need you!', 'i love you luigi mangione', 'FREE LUIGI MANGIONE , HE IS A HERO']"
2,1453,2_luigi_you_we_to,"['luigi', 'you', 'we', 'to', 'need', 'my', 'for', 'this', 'the', 'him']","['luigi we need you', 'we need you luigi', 'Luigi? We need you.']"
3,1304,3_the_to_ceo_and,"['the', 'to', 'ceo', 'and', 'of', 'luigi', 'is', 'that', 'healthcare', 'for']","['did people think luigi killed the CEO just because??? it was a message to america that people are tired of being fucked over', 'The biggest mistake in your statement is saying that the CEO of an insurance company in America is an “innocent man”. He’s killed far more people than Luigi has, he just didn’t have to pull a trigger to do it.', 'well he is the ceo and decision maker for a healthcare company that literally denies people their healthcare that they pay for so yeah. \nLuigi may have killed that guy, but that guy was responsible for hundreds of thousands of deaths so fuck him. 🤷🏻\u200d♀️']"
4,1286,4_brian_thompson_the_of,"['brian', 'thompson', 'the', 'of', 'unitedhealthcare', 'to', 'ceo', 'and', 'was', 'people']","[""The CEO Brian Thompson had 'zero remorse' for taking the lives of hundreds of thousands of Americans who will not be with their 'loved ones' at Christmas because they were mass-murdered by Brian Thompson. So think about those countless thousands of families as well."", 'Fuck Brian Thompson', 'I killed Brian Thompson']"
5,1254,5_the_luigi_is_to,"['the', 'luigi', 'is', 'to', 'and', 'of', 'he', 'that', 'was', 'they']","['Men are melting down. Like it or not, Luigi had his code and he did what he felt was just. \n\nMost people know murder is wrong, but as an example, most people wouldn’t hesitate to kill a pedophile, they have accepted the terms and so did Luigi. That’s why he’s a hero to many.', 'Because it is. Luigi is the fall guy. Pretty sure they found a guy who looks like the shooter and are gonna hold him until they get the real guy.\n\nNow of course, will the publicly say the got the wrong guy when they catch the real one? We shall never know.', ""can we talk about how these dont look like the same person so what if it's part of an even bigger plan for luigi to be the fall guy so his lawyer gets a strong fight against the ceo and have luigi released because it's the wrong person while the real guy is in hiding""]"
6,1212,6_the_luigi_is_to,"['the', 'luigi', 'is', 'to', 'and', 'of', 'that', 'are', 'hero', 'they']","['Support for Luigi should be bipartisan. That’s an issue of class structure and the top 1% squeezing money out of the poor, not identity politics. The more you associate support for him with the left, the more you fall into the hands of billionaires who want to distract you.', 'In the eyes of the oligarchy, he is a threat to the their power and greed. So they want everyone to see what they do to those who rail against it. But more Luigi’s are on their way. It’s only a matter of time.', 'Luigi, the hero of the people.']"
7,1202,7_mangione_the_is_to,"['mangione', 'the', 'is', 'to', 'and', 'of', 'luigi', 'he', 'that', 'in']","['He took on the corrupt healthcare system is what he did, and in this house Luigi Mangione is an Italian American hero, end of story!', 'He took on the corrupt healthcare system is what he did, and in this house, Luigi Mangione is an Italian American hero, end of story!', 'So Mangione is NOT the shooter? Because we saw the shooter not touch a damn thing at the scene of the shooting.\n\nWhy is Mangione being framed? Is this what he was yelling was and insult to the intelligence of the American people?']"
8,862,8_mangione_the_to_is,"['mangione', 'the', 'to', 'is', 'of', 'and', 'luigi', 'healthcare', 'it', 'for']","['From Luigi Mangione’s manifesto, where he also assured “the feds” that he worked alone: “I do apologize for any strife of traumas but it had to be done. Frankly, these parasites simply had it coming. A reminder: the US has the #1 most expensive healthcare system in the world, yet…', 'BREAKING: A part of the Luigi Mangione manifesto of UnitedHealthcare CEO shooter suspect has been released:\n\n ""I do apologize for any strife or traumas, but it had to be done. Frankly, these parasites had it coming.""\n\n""To the Feds, I’ll keep this short because I do respect what…', ""Canadian Jury:\n'Americans pay money for healthcare and then they are denied healthcare.'\n\nWhat did Luigi Mangione say that was wrong?\n\n“These parasites had it coming … I do apologize for any strife and trauma, but it had to be done.”\n- Luigi Mangione ()""]"
9,756,9_luigi_the_is_coin,"['luigi', 'the', 'is', 'coin', 'to', 'movement', 'on', 'this', '5xykkfajpamsh4tf2efj3s61w3hc5cjhxnzqq5h1pump', 'and']","['We all in on the $LUIGI movement.\n\n5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump', '$LUIGI IS ON 🔥🔥🔥🔥', '$Luigi is ❤️\u200d🔥🚀']"
10,733,10_luigi_is_the_innocent,"['luigi', 'is', 'the', 'innocent', 'to', 'prison', 'jury', 'in', 'and', 'free']","['He is innocent $luigi', 'If he is not guilty just free Luigi', 'He is innocent. FREE $LUIGI 👀']"
11,693,11_mangione_the_luigi_to,"['mangione', 'the', 'luigi', 'to', 'of', 'in', 'is', 'for', 'and', 'mangiones']","['“Free Luigi!”\n\nSupporters of Luigi Mangione, the suspect in the fatal shooting of UnitedHealthcare CEO Brian Thompson, rally outside his arraignment in New York City before he pleaded not guilty.', 'I wouldnt be surprised if they do this to Luigi Mangione, He is locked up in #NYC \n\nMurder in #PRISON is one of the easiest way to kill someone and no one will investigate\n\nWe Just watched a Man get killed on Camera By looks of everyone Standing around Smiling its not the First', ""People talking about the arrest of Luigi Mangione for the death of the United Healthcare CEO saying justice should have come from the justice system have a point. The problem is it didn't and never would. \n\nWe need a new system for the People, not owned by the elites!""]"
12,618,12_free_luigi_my_freeluigi,"['free', 'luigi', 'my', 'freeluigi', 'he', 'him', 'and', 'man', 'you', 'the']","['Free $LUIGI ! 🫡', 'Free $Luigi', 'Free $LUIGI !!!! 🫡']"
13,165,13_pardon_biden_luigi_president,"['pardon', 'biden', 'luigi', 'president', 'pardoned', 'trump', 'should', 'joe', 'mangione', 'can']","['If Joe Biden can pardon Hunter Biden he should also pardon Luigi Mangione\n\nFREE LUIGI MANGIONE! 😍', 'Should Biden pardon Luigi?', 'Should Biden pardon Luigi Mangione?']"
14,30,14_bundy_ted_killed_serial,"['bundy', 'ted', 'killed', 'serial', 'women', 'who', 'was', 'and', 'killer', 'of']","['Ted Bundy and Luigi aren’t comparable. Ted Bundy was a gross person with decent looks who did horrible things for his own satisfaction. Luigi is a decent person with amazing looks who allegedly did one bad thing to a shady man for the greater good. Huge difference.', ""Ted Bundy preyed/assaulted/killed women and was a whole serial killer. Luigi getting rid of a CEO who's done irreparable damage is not the same."", 'Ted Bundy was a serial killer, Luigi hasn’t killed anyone']"
