Topic,Count,Name,Representation,Representative_Docs
0,1443,0_luigi_is_the_like,"['luigi', 'is', 'the', 'like', 'and', 'that', 'to', 'this', 'he', 'it']","['This is why Luigi did what he did', 'That’s why Luigi did what he did, because it was morally right to do so', ""And some people wonder why Luigi did what he did. IT'S BECAUSE OF SHIT LIKE THIS!!""]"
1,1375,1_mangione_luigi_my_the,"['mangione', 'luigi', 'my', 'the', 'in', 'free', 'me', 'to', 'and', 'is']","['Luigi Mangione we LOVE you!', 'Luigi Mangione didn’t do it', 'Luigi Mangione the man you are 🤌🏻']"
2,1290,2_luigi_you_need_to,"['luigi', 'you', 'need', 'to', 'we', 'my', 'for', 'on', 'me', 'him']","['LUIGI WE NEED YOU!', 'We need you Luigi.', 'luigi we need you']"
3,1099,3_the_ceo_to_and,"['the', 'ceo', 'to', 'and', 'of', 'luigi', 'healthcare', 'that', 'is', 'people']","[""just saying this now if this doesn't show you how corrupt the government is with companies and allowing shady shit for a cut of the pay. look at what they are doing with luigi after he killed one guy. a ceo of a company and they treating him like an actual terrorist its insane"", ""That CEO felt the need to decide who should live and who should not by denying health care, he only cared about their money, he killed a LOT of people, Luigi killed only one, the murderer of all those people, that's justice"", 'Luigi, the people’s CEO.']"
4,1082,4_the_luigi_is_to,"['the', 'luigi', 'is', 'to', 'and', 'of', 'hero', 'that', 'are', 'you']","[""The problem for them is that people's anger will often surpasses their fear.\n\nThe more they make a show of this, the more people will see Luigi as an icon of the people."", 'The elite are so scared of you understanding why Luigi did what he did. They know that this could trigger class consciousness and are doing everything in their power to get you to focus on something else.', 'LUIGI IS AN AMERICAN HERO 🗣️🗣️🗣️🗣️🗣️🗣️ 🇺🇸 A MAN OF THE PEOPLE , HE DID WHAT A LOT OF US ALWAYS WANTED TO DO , HES JUST THE ONLY ONE THAT HAD THE GUTS TO DO IT 🤷\u200d♀️']"
5,1068,5_mangione_the_of_to,"['mangione', 'the', 'of', 'to', 'and', 'is', 'ceo', 'healthcare', 'it', 'luigi']","['""This is completely unjust and an insult to the intelligence of the American people and their lived experience."" Luigi Mangione \n\nThey pinned it on the wrong guy: This all shines a bright light on the corrupt criminal justice system + health insurance industry. A 2 for 1.', 'Luigi Mangione’s Manifesto:\n\n“…I do apologize for any strife or traumas but it had to be done. Frankly, these parasites simply had it coming. A reminder: the US has the #1 most expensive healthcare system in the world, yet we rank roughly #42 in life expectancy. United is the…', 'from: luigi mangione\nto: Unitedhealthcare CEO']"
6,1024,6_the_luigi_is_and,"['the', 'luigi', 'is', 'and', 'to', 'was', 'he', 'that', 'of', 'it']","[""i'm sorry but how were mcdonald's employees able to identify a killer when all we had to go off of was a picture of just his eyes. Luigi is not the guy, he's still a king, but he didn't do it and i hope he goes free and then never find the real one"", ""He's a Patsy, it wasn't him who did it. The only pic we have that shows his face that they are saying is the same as the shooter he's wearing a different color jacket, face covering and backpack. Luigi says they planted evidence on him. I believe that is true. They got a Patsy."", ""can we talk about how these dont look like the same person so what if it's part of an even bigger plan for luigi to be the fall guy so his lawyer gets a strong fight against the ceo and have luigi released because it's the wrong person while the real guy is in hiding""]"
7,875,7_mangione_the_luigi_is,"['mangione', 'the', 'luigi', 'is', 'of', 'to', 'and', 'hero', 'he', 'in']","['And in this house, Luigi Mangione is a hero.', 'He took on the corrupt healthcare system is what he did, and in this house, Luigi Mangione is an Italian American hero, end of story!', 'He took on the corrupt healthcare system is what he did, and in this house Luigi Mangione is an Italian American hero, end of story!']"
8,711,8_brian_thompson_was_of,"['brian', 'thompson', 'was', 'of', 'the', 'people', 'and', 'to', 'for', 'he']","['Brian Thompson killed more people than his killer so….', 'Fuck Brian Thompson', 'I killed Brian Thompson']"
9,707,9_luigi_innocent_is_prison,"['luigi', 'innocent', 'is', 'prison', 'the', 'to', 'jury', 'in', 'guilty', 'be']","['If he is not guilty just free Luigi', 'FREE HIM! Luigi is innocent!!', 'He is innocent. FREE $LUIGI 👀']"
10,687,10_mangione_luigi_the_in,"['mangione', 'luigi', 'the', 'in', 'to', 'of', 'for', 'mangiones', 'is', 'and']","['Luigi Mangione had about 24 women at his arraignment in support of him, they sat in the public seats of the courtroom today\n\n""The high-profile defendant appeared to not have family in the courtroom. But about two dozen women, who waited in line in the frigid cold for public seats…', '24 women waited in the cold to get seats in the courtroom and while Luigi Mangione pled not guilty a crowd outside was chanting “Free Luigi!” They aren’t finding a jury of 12 to convict the patron saint of Universal Healthcare. He will be found not guilty by jury nullification.', 'More than 20 women show up in court to support murder suspect Luigi Mangione as he pleads not guilty over the shooting of UnitedHealthcare CEO, Brian Thompson.\n\n📸:']"
11,662,11_luigi_coin_the_is,"['luigi', 'coin', 'the', 'is', 'to', 'movement', '5xykkfajpamsh4tf2efj3s61w3hc5cjhxnzqq5h1pump', 'on', 'this', 'buy']","['$LUIGI IS THE MOVEMENT \n$LUIGI IS THE COIN OF THE YEAR \nGOOD CHOICE !!! 🫡', 'We all in on the $LUIGI movement.\n\n5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump', '$Luigi is ❤️\u200d🔥🚀']"
12,639,12_free_luigi_my_freeluigi,"['free', 'luigi', 'my', 'freeluigi', 'he', 'nigga', 'and', 'man', 'him', 'luigimangione']","['Free $Luigi ❤️', 'FREE $LUIGI 🫡', '$luigi free']"
